timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_btc,avg_fee_btc,total_size_used_mb,unique_active_wallets,market_cap,ma_6,ma_24,ma_crossover_signal,ma_crossover_description,ema_12,ema_26,macd,macd_signal,macd_hist,macd_crossover_signal,macd_crossover_description,txn_ratio,txn_ratio_description,bb_mid,bb_std,bb_upper,bb_lower,bb_position,price_change_pct,price_movement
2024-05-01 10:00:00,57742.014,12538.6292,718328818.37,12715,18916.7138,8.595e-05,6.2788,35793,1124032176272.97,58152.4297,,,,58741.8879,59389.6577,-647.7698,-323.8565,-323.9133,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.011301,significant increase
2024-05-01 11:00:00,57863.2067,9468.6985,545853020.7,31316,28186.5037,5.342e-05,11.2318,46409,1135652253497.87,57795.4224,,,,58606.7062,59276.5872,-669.881,-393.0614,-276.8196,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.002099,slight increase
2024-05-01 12:00:00,57957.0069,13473.2905,781698763.95,13235,42602.4409,9.285e-05,6.2478,42822,1137020480361.4,57538.043,,,,58506.7525,59178.8406,-672.0881,-448.8667,-223.2214,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.001621,no significant change
2024-05-01 13:00:00,57266.6583,14835.2624,853842968.01,21062,23306.4311,6.752e-05,8.1917,42829,1141646622222.66,57504.7812,,,,58315.9687,59037.1974,-721.2287,-503.3391,-217.8896,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.011911,significant decrease
2024-05-01 14:00:00,57452.746,13932.6321,798694219.87,20114,49466.284,6.84e-05,8.0771,43603,1127175747939.33,57563.0632,,,,58183.1652,58919.8306,-736.6654,-550.0044,-186.661,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.003249,slight increase
2024-05-01 15:00:00,56847.284,15738.8525,896544356.42,7662,29615.0908,0.0001106,5.5962,28164,1130854046324.15,57521.486,,,,57977.6451,58766.3087,-788.6636,-597.7362,-190.9274,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.010538,significant decrease
2024-05-01 16:00:00,57016.0625,12719.065,725618389.43,14425,40352.1429,0.00013416,8.0158,57971,1117079442086.82,57400.4941,,,,57829.7093,58636.6608,-806.9515,-639.5793,-167.3722,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.002969,slight increase
2024-05-01 17:00:00,57444.1729,12537.0473,716268179.87,14367,28339.9183,9.242e-05,6.4606,44408,1122882872534.09,57330.6551,,,,57770.396,58548.3284,-777.9324,-667.2499,-110.6825,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.007509,slight increase
2024-05-01 18:00:00,58920.4712,34107.5721,1989254441.19,14489,31756.3307,0.00011045,7.6542,48193,1128196907052.71,57491.2325,,,,57947.3306,58575.8945,-628.5639,-659.5127,30.9488,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,,,,,,0.0257,significant increase
2024-05-01 19:00:00,56969.0563,33312.4794,1927567662.97,34778,28704.8885,7.22e-05,16.7907,78233,1159929805290.69,57441.6322,,,,57796.8269,58456.8695,-660.0426,-659.6187,-0.4239,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,58364.479825,1331.4688358642434,61027.4175,55701.5422,within band (normal range),-0.033119,significant decrease
2024-05-01 20:00:00,57351.0524,14766.4387,844414877.76,24311,20379.1427,6.547e-05,13.121,47450,1119573521582.28,57424.6832,,,,57728.2462,58374.9571,-646.7109,-657.0371,10.3262,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,58221.59159499999,1275.2809919856968,60772.1536,55671.0296,within band (normal range),0.006705,slight increase
2024-05-01 21:00:00,57876.1516,8431.0135,486571864.7,2616,19620.2194,0.00020248,1.4498,16978,1129606548977.7,57596.1612,,,,57751.0009,58338.0085,-587.0076,-643.0312,56.0236,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,58110.624165,1197.8491795432626,60506.3225,55714.9258,within band (normal range),0.009156,slight increase
2024-05-01 22:00:00,57861.328,8013.7373,464579982.92,8376,40452.3017,0.00015148,4.6938,37230,1140444158715.6,57737.0387,,,,57767.9743,58302.6989,-534.7246,-621.3699,86.6453,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,58009.364555,1123.089773796632,60255.5441,55763.185,within band (normal range),-0.000256,no significant change
2024-05-01 23:00:00,58340.8647,10624.8875,618308639.79,18041,25434.7819,0.00019831,11.5243,71664,1141638632316.82,57886.4874,58279.958,0,short MA (6h) is below long MA (24h) → no buy signal,57856.1113,58305.526,-449.4147,-586.9789,137.5642,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9044,normal activity,57916.10536499999,1001.992977747481,59920.0913,55912.1194,within band (normal range),0.008288,slight increase
2024-05-02 00:00:00,57759.9547,11297.3861,656774156.98,12908,32819.8232,7.967e-05,6.4825,31194,1151677489315.15,57693.068,58177.9221,0,short MA (6h) is below long MA (24h) → no buy signal,57841.318,58265.1133,-423.7953,-554.3421,130.5468,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6669,low activity,57792.02972500001,839.3289081199292,59470.6875,56113.3719,within band (normal range),-0.009957,slight decrease
2024-05-02 01:00:00,57109.6836,14704.015,843100718.94,10342,33190.3908,0.00011356,6.4652,41382,1137037529278.9,57716.5058,58053.5131,0,short MA (6h) is below long MA (24h) → no buy signal,57728.7588,58179.5259,-450.7671,-533.6271,82.86,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5521,low activity,57647.251384999996,670.154044644021,58987.5595,56306.9433,within band (normal range),-0.011258,significant decrease
2024-05-02 02:00:00,57462.1227,8106.6418,464915348.16,24016,15421.4783,4.753e-05,8.0182,28971,1123568185488.55,57735.0175,57952.4965,0,short MA (6h) is below long MA (24h) → no buy signal,57687.7379,58126.3849,-438.647,-514.6311,75.9841,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.2741,activity surge,57545.29334000001,508.9695857136869,58563.2325,56527.3542,within band (normal range),0.006171,slight increase
2024-05-02 03:00:00,57441.6225,5771.4362,331936857.89,19050,33236.1482,8.654e-05,12.0817,45753,1130428297284.27,57662.596,57837.3121,0,short MA (6h) is below long MA (24h) → no buy signal,57649.874,58075.6618,-425.7878,-496.8624,71.0746,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0106,normal activity,57544.063024999996,509.20045233631197,58562.4639,56525.6621,within band (normal range),-0.000357,no significant change
2024-05-02 04:00:00,57386.5479,4842.2929,278269709.79,13703,35455.7796,7.224e-05,6.3404,29676,1131812900079.57,57583.466,57718.3571,0,short MA (6h) is below long MA (24h) → no buy signal,57609.3623,58024.6163,-415.254,-480.5408,65.2868,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7484,low activity,57558.23771500001,500.1431699483016,58558.5241,56557.9514,within band (normal range),-0.000959,no significant change
2024-05-02 05:00:00,57483.8332,5998.7555,344231902.71,27906,18339.111,5.398e-05,9.9944,35948,1130831299501.34,57440.6274,57613.2981,0,short MA (6h) is below long MA (24h) → no buy signal,57590.0501,57984.5583,-394.5082,-463.3342,68.826,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.4705,activity surge,57577.592005,488.7035248415353,58554.9991,56600.185,within band (normal range),0.001695,no significant change
2024-05-02 06:00:00,57630.9947,6231.3373,358801748.73,33427,29658.9123,5.319e-05,15.3733,42618,1130914816598.14,57419.1341,57535.3694,0,short MA (6h) is below long MA (24h) → no buy signal,57596.3493,57958.3684,-362.0191,-443.0712,81.0521,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.7034,activity surge,57572.04104,487.36631418283844,58546.7737,56597.3084,within band (normal range),0.00256,slight increase
2024-05-02 07:00:00,57676.7533,7047.6425,406905538.07,34607,27468.5875,4.385e-05,11.0934,39671,1134637757935.64,57513.6457,57544.1412,0,short MA (6h) is below long MA (24h) → no buy signal,57608.7191,57937.508,-328.7889,-420.2148,91.4259,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.7051,activity surge,57562.718369999995,483.26964970073925,58529.2577,56596.1791,within band (normal range),0.000794,no significant change
2024-05-02 08:00:00,57844.6711,6895.9722,398805950.5,14790,32901.9649,6.72e-05,6.2099,32299,1135022266732.62,57577.4038,57575.0419,1,short MA (6h) is above long MA (24h) → buy signal,57645.0194,57930.6312,-285.6118,-393.2942,107.6824,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7635,low activity,57557.10158,479.0805043096641,58515.2626,56598.9406,within band (normal range),0.002911,slight increase
2024-05-02 09:00:00,57806.1674,5485.1813,316853003.76,31396,33850.6964,5.499e-05,12.1621,48180,1138780557293.56,57638.1613,57604.6011,1,short MA (6h) is above long MA (24h) → buy signal,57669.8114,57921.4117,-251.6003,-364.9554,113.3551,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.6393,activity surge,57584.077035,477.0505568997247,58538.1781,56629.9759,within band (normal range),-0.000666,no significant change
2024-05-02 10:00:00,57818.9029,7285.3017,420730097.1,28691,14653.9103,4.239e-05,10.1247,28151,1137878981457.03,57710.2204,57607.8048,1,short MA (6h) is above long MA (24h) → buy signal,57692.7486,57913.8184,-221.0698,-336.1783,115.1085,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.4477,activity surge,57602.384880000005,478.7681146924093,58559.9211,56644.8487,within band (normal range),0.00022,no significant change
2024-05-02 11:00:00,58577.0932,18962.8974,1106674427.64,55332,38375.6723,4.266e-05,20.4379,53854,1139026686837.58,57892.4304,57637.5501,1,short MA (6h) is above long MA (24h) → buy signal,57828.8016,57962.9499,-134.1483,-295.7723,161.624,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,2.6578,activity surge,57688.875340000006,491.2618672441817,58671.3991,56706.3516,within band (normal range),0.013113,significant increase
2024-05-02 12:00:00,58588.33,21231.3811,1249643457.35,33106,32637.7559,4.674e-05,10.8935,43147,1154503543530.53,58051.9863,57663.8552,1,short MA (6h) is above long MA (24h) → buy signal,57945.6521,58009.2743,-63.6222,-249.3423,185.7201,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.5294,activity surge,57767.488715,503.5749322335038,58774.6386,56760.3389,within band (normal range),0.000192,no significant change
2024-05-02 13:00:00,58484.224,14492.9814,848644458.19,20855,37838.6541,5.988e-05,7.8401,41017,1158347926461.26,58186.5648,57714.5871,1,short MA (6h) is above long MA (24h) → buy signal,58028.5093,58044.4558,-15.9465,-202.6631,186.7166,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9638,normal activity,57819.49127000001,521.8014127752114,58863.0941,56775.8884,within band (normal range),-0.001777,no significant change
2024-05-02 14:00:00,59093.0298,19861.3324,1168110759.2,16279,41697.1828,8.773e-05,7.7585,47891,1151201170640.72,58394.6246,57782.9323,1,short MA (6h) is above long MA (24h) → buy signal,58192.2817,58122.1279,70.1538,-148.0997,218.2535,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7579,low activity,57828.1192,541.9998218449875,58912.1188,56744.1196,above upper band (possible breakout),0.01041,significant increase
2024-05-02 15:00:00,59302.1751,14834.5114,879606600.06,16286,38382.8847,9.137e-05,6.0681,35607,1162926146356.76,58643.9592,57885.2194,1,short MA (6h) is above long MA (24h) → buy signal,58363.0345,58209.5388,153.4957,-87.7806,241.2763,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7458,low activity,57944.77514,595.7830713546422,59136.3413,56753.209,above upper band (possible breakout),0.003539,slight increase
2024-05-02 16:00:00,59068.9637,9368.5515,553669370.12,11400,38335.9062,0.00012132,6.7001,42549,1166990546374.21,58852.3026,57970.757,1,short MA (6h) is above long MA (24h) → buy signal,58471.639,58273.1999,198.4391,-30.5367,228.9758,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5251,low activity,58030.67070500001,628.6126813049672,59287.8961,56773.4453,within band (normal range),-0.003933,slight decrease
2024-05-02 17:00:00,59246.1241,8606.4842,508910368.18,5299,21954.8139,0.00015177,3.1604,27871,1162723245129.77,58963.8078,58045.8383,1,short MA (6h) is above long MA (24h) → buy signal,58590.7906,58345.2684,245.5222,24.6751,220.8471,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.2484,low activity,58099.169330000004,683.163451502993,59465.4962,56732.8424,within band (normal range),0.002999,slight increase
2024-05-02 18:00:00,59444.1186,10218.384,606115606.01,3186,7762.8998,0.00011839,1.6057,12157,1163127560840.27,59106.4392,58067.6569,1,short MA (6h) is above long MA (24h) → buy signal,58722.0718,58426.6647,295.4071,78.8215,216.5856,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.1527,low activity,58178.30885999999,743.200492336145,59664.7098,56691.9079,within band (normal range),0.003342,slight increase
2024-05-02 19:00:00,59401.3984,9625.5317,570164054.54,23029,51150.8705,0.00012647,12.8914,88074,1171993962854.4,59259.3016,58169.0045,1,short MA (6h) is above long MA (24h) → buy signal,58826.5836,58498.8672,327.7164,128.6005,199.1159,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1304,normal activity,58231.335545,791.6631227878692,59814.6618,56648.0093,within band (normal range),-0.000719,no significant change
2024-05-02 20:00:00,58787.3882,11286.8579,666892231.33,26680,37000.4371,8.038e-05,14.7263,85999,1164611935648.04,59208.3614,58228.8518,1,short MA (6h) is above long MA (24h) → buy signal,58820.5535,58520.2391,300.3144,162.9433,137.3711,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.3033,activity surge,58282.70722,792.7996087787844,59868.3064,56697.108,within band (normal range),-0.010337,significant decrease
2024-05-02 21:00:00,59159.4572,7407.5792,438239905.66,18251,27675.5577,7.792e-05,10.1401,54261,1155606391157.86,59184.575,58282.3229,1,short MA (6h) is above long MA (24h) → buy signal,58872.6926,58567.5886,305.104,191.3754,113.7286,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.864,normal activity,58385.195900000006,765.1873075716154,59915.5705,56854.8213,within band (normal range),0.006329,slight increase
2024-05-02 22:00:00,59380.9831,7625.2564,452572640.59,31681,37511.0696,5.018e-05,10.8958,48549,1165428870628.23,59236.5783,58345.6418,1,short MA (6h) is above long MA (24h) → buy signal,58950.8911,58627.8401,323.051,217.7105,105.3405,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.4339,activity surge,58481.13892,763.6528369101122,60008.4446,56953.8332,within band (normal range),0.003745,slight increase
2024-05-02 23:00:00,59125.3706,5321.8865,315503050.79,47474,20125.5431,4.097e-05,19.1466,45892,1169367523384.07,59216.4527,58378.3296,1,short MA (6h) is above long MA (24h) → buy signal,58977.7341,58664.6942,313.0399,236.7764,76.2635,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,2.0357,activity surge,58565.32632500001,735.3064931302148,60035.9393,57094.7133,within band (normal range),-0.004305,slight decrease
2024-05-03 00:00:00,59091.8483,7054.0191,416585990.88,24475,19014.8829,5.735e-05,11.7166,45683,1163907657541.89,59157.741,58433.8252,1,short MA (6h) is above long MA (24h) → buy signal,58995.2901,58696.3352,298.9549,249.2121,49.7428,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0283,normal activity,58650.591345,688.8259072757124,60028.2432,57272.9395,within band (normal range),-0.000567,no significant change
2024-05-03 01:00:00,59369.9861,8036.4283,477429982.57,11993,12252.3657,7.306e-05,8.4478,34519,1162349444752.4,59152.5056,58528.0044,1,short MA (6h) is above long MA (24h) → buy signal,59052.9357,58746.2353,306.7004,260.7098,45.9906,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5024,low activity,58744.898989999994,648.620685789169,60042.1404,57447.6576,within band (normal range),0.004707,slight increase
2024-05-03 02:00:00,59609.3656,8978.3594,536120623.3,9175,37957.0445,9.912e-05,4.6134,34096,1168090644465.48,59289.5018,58617.4729,1,short MA (6h) is above long MA (24h) → buy signal,59138.5403,58810.1709,328.3694,274.2417,54.1277,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.3946,low activity,58843.817535,620.029255178406,60083.876,57603.759,within band (normal range),0.004032,slight increase
2024-05-03 03:00:00,59793.4117,8467.935,507505688.49,14135,36293.5732,9.723e-05,7.7595,50278,1172691750351.68,59395.1609,58715.4641,1,short MA (6h) is above long MA (24h) → buy signal,59239.2897,58883.0035,356.2862,290.6506,65.6356,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6133,low activity,58949.65045500001,590.2705569988964,60130.1916,57769.1093,within band (normal range),0.003088,slight increase
2024-05-03 04:00:00,59664.0279,4942.9779,295537459.51,10975,29472.0314,8.994e-05,6.1924,32663,1176375691659.54,59442.335,58810.3591,1,short MA (6h) is above long MA (24h) → buy signal,59304.6341,58940.8572,363.7769,305.2759,58.501,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4785,low activity,59040.61829499999,549.8238990516621,60140.2661,57940.9705,within band (normal range),-0.002164,slight decrease
2024-05-03 05:00:00,59592.7824,4777.9523,285040225.22,6031,8868.9933,0.0001205,3.4828,20839,1173265696292.02,59520.237,58898.232,1,short MA (6h) is above long MA (24h) → buy signal,59348.9646,58989.1479,359.8167,316.184,43.6327,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.2738,low activity,59129.949045,479.3217032087544,60088.5925,58171.3056,within band (normal range),-0.001194,no significant change
2024-05-03 06:00:00,59327.8005,5680.8432,337973719.8,9388,28836.7623,8.902e-05,5.129,29489,1172941659871.86,59559.5624,58968.9322,1,short MA (6h) is above long MA (24h) → buy signal,59345.7086,59014.2333,331.4753,319.2423,12.233,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4466,low activity,59205.393925,367.90310607505484,59941.2001,58469.5877,within band (normal range),-0.004447,slight decrease
2024-05-03 07:00:00,59241.4022,7174.426,425797898.75,23924,21634.2808,9.183e-05,21.7054,46787,1167052342547.11,59538.1317,59034.1259,1,short MA (6h) is above long MA (24h) → buy signal,59329.6614,59031.0606,298.6008,315.114,-16.5132,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.1627,normal activity,59238.609374999985,336.8718861738851,59912.3531,58564.8656,within band (normal range),-0.001456,no significant change
2024-05-03 08:00:00,59280.8744,4987.8833,296075449.8,11395,38175.2698,7.248e-05,4.5513,25076,1164480313796.98,59483.3832,59093.9677,1,short MA (6h) is above long MA (24h) → buy signal,59322.1557,59049.5654,272.5903,306.6092,-34.0189,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.5576,low activity,59273.236595,300.0976039191199,59873.4318,58673.0414,within band (normal range),0.000666,no significant change
2024-05-03 09:00:00,59537.0597,5624.7359,334739073.07,14106,27351.8829,7.839e-05,6.4819,36522,1167314094596.47,59440.6578,59166.0882,1,short MA (6h) is above long MA (24h) → buy signal,59355.2179,59085.6761,269.5418,299.1958,-29.654,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.7155,low activity,59325.878379999995,240.91399107143613,59807.7064,58844.0504,within band (normal range),0.004322,slight increase
2024-05-03 10:00:00,59098.8348,7579.8114,448831159.27,26135,21494.2406,5.851e-05,10.3672,48932,1172010905009.31,59346.459,59219.4187,1,short MA (6h) is above long MA (24h) → buy signal,59315.7743,59086.6508,229.1235,285.1813,-56.0578,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.3329,activity surge,59326.16862999999,240.62201324411186,59807.4127,58844.9246,within band (normal range),-0.007361,slight decrease
2024-05-03 11:00:00,59340.7055,7358.8746,435354585.14,17984,18129.5978,6.53e-05,7.9058,39970,1162570548135.12,59304.4462,59251.2359,1,short MA (6h) is above long MA (24h) → buy signal,59319.6099,59105.4696,214.1403,270.9731,-56.8328,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9962,normal activity,59328.09515000001,240.5740408423009,59809.2432,58846.9471,within band (normal range),0.004093,slight increase
2024-05-03 12:00:00,60706.8497,26425.6111,1589687313.04,31623,28398.9503,5.545e-05,14.8493,56124,1164029895675.31,59534.2877,59339.5076,1,short MA (6h) is above long MA (24h) → buy signal,59533.0314,59224.0904,308.941,278.5667,30.3743,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.7578,activity surge,59409.989449999994,383.839535190739,60177.6685,58642.3104,above upper band (possible breakout),0.023022,significant increase
2024-05-03 13:00:00,61755.1956,32007.0848,1965287665.6,14802,52750.0098,7.529e-05,6.3364,38555,1193072061341.43,59953.2533,59475.798,1,short MA (6h) is above long MA (24h) → buy signal,59874.9028,59411.5797,463.3231,315.518,147.8051,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8345,normal activity,59535.443025,647.1675545749101,60829.7781,58241.1079,above upper band (possible breakout),0.017269,significant increase
2024-05-03 14:00:00,61709.85,21729.0491,1343096776.79,16207,49452.8404,8.589e-05,7.6098,50116,1215207848362.5,60358.0826,59584.8322,1,short MA (6h) is above long MA (24h) → buy signal,60157.2024,59581.8219,575.3805,367.4905,207.89,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9139,normal activity,59648.729595000004,808.5308194391077,61265.7912,58031.668,above upper band (possible breakout),-0.000734,no significant change
2024-05-03 15:00:00,61772.6976,12289.6877,757468072.43,13593,39313.3734,9.825e-05,10.5683,43645,1213591365381.56,60730.6889,59687.7707,1,short MA (6h) is above long MA (24h) → buy signal,60405.7401,59744.109,661.6311,426.3186,235.3125,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7713,low activity,59767.29455499999,934.4188738721679,61636.1323,57898.4568,above upper band (possible breakout),0.001018,no significant change
2024-05-03 16:00:00,61773.0803,12602.8528,780357662.09,24727,35089.7376,7.182e-05,10.9814,60390,1216170393174.5,61176.3964,59800.4422,1,short MA (6h) is above long MA (24h) → buy signal,60616.1001,59894.4032,721.6969,485.3943,236.3026,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.3603,activity surge,59916.57916,1005.429369646246,61927.4379,57905.7204,within band (normal range),6e-06,no significant change
2024-05-03 17:00:00,61898.2766,7006.1924,433341699.83,10616,20884.1202,0.00010327,4.9753,30438,1214834170758.24,61602.6583,59910.9485,1,short MA (6h) is above long MA (24h) → buy signal,60813.3581,60042.8382,770.5199,542.4194,228.1005,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.577,low activity,60053.52013,1080.587331176773,62214.6948,57892.3455,within band (normal range),0.002027,slight increase
2024-05-03 18:00:00,61910.5178,5769.8629,357071419.47,35614,30799.6872,6.586e-05,10.2338,44953,1218821861446.89,61803.2696,60013.7152,1,short MA (6h) is above long MA (24h) → buy signal,60982.1519,60181.1849,800.967,594.1289,206.8381,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.8032,activity surge,60179.996864999994,1143.9064560907061,62467.8098,57892.184,within band (normal range),0.000198,no significant change
2024-05-03 19:00:00,62161.976,9501.1024,587499234.6,35143,16001.3234,7.598e-05,8.7192,30841,1217580608417.78,61871.0664,60128.7392,1,short MA (6h) is above long MA (24h) → buy signal,61163.6633,60327.9101,835.7532,642.4538,193.2994,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.735,activity surge,60331.82713499999,1196.8571506112405,62725.5414,57938.1128,within band (normal range),0.004062,slight increase
2024-05-03 20:00:00,62984.2195,17927.9178,1125119430.82,23465,45585.04,9.275e-05,9.1646,58004,1219586038500.46,62083.4613,60303.6072,1,short MA (6h) is above long MA (24h) → buy signal,61443.7488,60524.6738,919.075,697.778,221.297,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1662,normal activity,60526.445695,1296.8988072594482,63120.2433,57932.6481,within band (normal range),0.013227,significant increase
2024-05-03 21:00:00,62828.2175,7145.5041,448835161.66,22293,36941.2047,8.618e-05,12.4204,74595,1237732490677.74,62259.3813,60456.4722,1,short MA (6h) is above long MA (24h) → buy signal,61656.744,60695.3067,961.4373,750.5099,210.9274,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0987,normal activity,60699.357265,1363.4277669048654,63426.2128,57972.5017,within band (normal range),-0.002477,slight decrease
2024-05-03 22:00:00,62891.1299,7735.2631,487265499.8,28733,26524.3836,6.881e-05,10.2069,54792,1234290503106.86,62445.7229,60602.7283,1,short MA (6h) is above long MA (24h) → buy signal,61846.6495,60857.9602,988.6893,798.1458,190.5435,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.4248,activity surge,60863.445479999995,1421.5828250951395,63706.6111,58020.2798,within band (normal range),0.001001,no significant change
