timestamp,close_price,volume_base,volume_quote,market_cap,ma_6,ma_24,ma_crossover_signal,ma_crossover_description,ema_12,ema_26,macd,macd_signal,macd_hist,macd_crossover_signal,macd_crossover_description,bb_mid,bb_std,bb_upper,bb_lower,bb_position
2024-05-02 07:00:00,0.9998027514,16115441.803,16118687.67,110531535329.87,0.99976746,0.99945684,1,short MA (6h) is above long MA (24h) → buy signal,0.99964592,0.9994973,0.00014862,0.00010766,4.096e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.99950311244,0.0002193884289056612,0.99994189,0.99906434,within band (normal range)
2024-05-02 08:00:00,0.9998894429,15469602.6541,15467914.97,110539269368.49,0.99978903,0.99949949,1,short MA (6h) is above long MA (24h) → buy signal,0.99968338,0.99952635,0.00015703,0.00011753,3.95e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.999520050985,0.00023572345510634111,0.9999915,0.9990486,within band (normal range)
2024-05-02 09:00:00,0.9998665286,20946755.2055,20941631.6,110568273548.45,0.9998288,0.9995242,1,short MA (6h) is above long MA (24h) → buy signal,0.99971156,0.99955155,0.00016001,0.00012603,3.398e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9995429365200001,0.00024633571259678006,1.00003561,0.99905027,within band (normal range)
2024-05-02 10:00:00,0.9999889486,17563506.3671,17559193.21,110572204038.69,0.99988311,0.99954471,1,short MA (6h) is above long MA (24h) → buy signal,0.99975424,0.99958395,0.00017029,0.00013488,3.541e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9995808026,0.00025404938814108016,1.0000889,0.9990727,within band (normal range)
2024-05-02 11:00:00,0.999961283,22324937.1477,22328209.35,110642452531.21,0.99990001,0.99957369,1,short MA (6h) is above long MA (24h) → buy signal,0.99978609,0.9996119,0.00017419,0.00014274,3.145e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.99961778447,0.00025284685927331503,1.00012348,0.99911209,within band (normal range)
2024-05-02 12:00:00,1.0001078668,34761013.2688,34770498.5,110646282847.28,0.99993614,0.9995969,1,short MA (6h) is above long MA (24h) → buy signal,0.99983559,0.99964864,0.00018695,0.00015158,3.537e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9996553581750002,0.0002673769778351584,1.00019011,0.9991206,within band (normal range)
2024-05-02 13:00:00,1.0002441433,31987368.3245,31988985.76,110533495518.87,1.0000097,0.99963171,1,short MA (6h) is above long MA (24h) → buy signal,0.99989845,0.99969275,0.0002057,0.00016241,4.329e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.999701532315,0.00028565003274386044,1.00027283,0.99913023,within band (normal range)
2024-05-02 14:00:00,1.0001295448,44082327.3394,44080094.64,110481412997.75,1.00004972,0.99966912,1,short MA (6h) is above long MA (24h) → buy signal,0.999934,0.9997251,0.0002089,0.00017171,3.719e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.999731596035,0.0002978361730749144,1.00032727,0.99913592,within band (normal range)
2024-05-02 15:00:00,1.0003145956,23351109.8882,23354972.03,110660550704.02,1.0001244,0.99971466,1,short MA (6h) is above long MA (24h) → buy signal,0.99999255,0.99976877,0.00022378,0.00018212,4.166e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.99978012214,0.0003101816491716345,1.00040049,0.99915976,within band (normal range)
2024-05-02 16:00:00,1.0003676519,15688035.0784,15695136.14,110578405461.04,1.00018751,0.9997568,1,short MA (6h) is above long MA (24h) → buy signal,1.00005026,0.99981313,0.00023713,0.00019312,4.401e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9998294505950002,0.00032161871416631454,1.00047269,0.99918621,within band (normal range)
2024-05-02 17:00:00,1.000414352,17126091.0639,17133904.54,110603859779.62,1.00026303,0.99980237,1,short MA (6h) is above long MA (24h) → buy signal,1.00010628,0.99985767,0.00024861,0.00020422,4.439e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.999887265295,0.0003173991936087152,1.00052206,0.99925247,within band (normal range)
2024-05-02 18:00:00,1.0003924198,30542907.4282,30553590.05,110605359101.56,1.00031045,0.99983837,1,short MA (6h) is above long MA (24h) → buy signal,1.0001503,0.99989728,0.00025302,0.00021398,3.904e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9999421262099999,0.0003042289521020057,1.00055058,0.99933367,within band (normal range)
2024-05-02 19:00:00,1.0004371696,20205592.7613,20223559.04,110645417803.06,1.00034262,0.99988392,1,short MA (6h) is above long MA (24h) → buy signal,1.00019443,0.99993727,0.00025716,0.00022262,3.454e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.99999823654,0.00028537295394247264,1.00056898,0.99942749,within band (normal range)
2024-05-02 20:00:00,1.0005152103,26824642.7512,26834564.54,110302212071.87,1.0004069,0.99993117,1,short MA (6h) is above long MA (24h) → buy signal,1.00024378,0.99998008,0.0002637,0.00023083,3.287e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0000468092600001,0.00028661727349280254,1.00062004,0.99947357,within band (normal range)
2024-05-02 21:00:00,1.0003236124,30415695.9784,30431271.1,110617619115.54,1.0004084,0.99997557,1,short MA (6h) is above long MA (24h) → buy signal,1.00025606,1.00000553,0.00025053,0.00023477,1.576e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000077876085,0.00028092455979962657,1.00063973,0.99951603,within band (normal range)
2024-05-02 22:00:00,1.0004401665,24554041.1536,24576468.98,110536127341.24,1.00042049,1.00002328,1,short MA (6h) is above long MA (24h) → buy signal,1.00028439,1.00003772,0.00024667,0.00023715,9.52e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.00011188286,0.00028158883701498124,1.00067506,0.99954871,within band (normal range)
2024-05-02 23:00:00,1.0004171582,9767712.9361,9774364.12,110696384321.77,1.00042096,1.0000692,1,short MA (6h) is above long MA (24h) → buy signal,1.00030481,1.00006583,0.00023898,0.00023752,1.46e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000151346865,0.00026500620262789,1.00068136,0.99962133,within band (normal range)
2024-05-03 00:00:00,1.0004855539,9660247.4342,9666647.03,110592681676.27,1.00043648,1.00010844,1,short MA (6h) is above long MA (24h) → buy signal,1.00033262,1.00009692,0.0002357,0.00023715,-1.45e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00019246989,0.0002485556480791973,1.00068958,0.99969536,within band (normal range)
2024-05-03 01:00:00,1.0005668858,9177134.4054,9182549.7,110677467873.44,1.0004581,1.00014447,1,short MA (6h) is above long MA (24h) → buy signal,1.00036866,1.00013173,0.00023693,0.00023711,-1.8e-07,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00022782076,0.00024903900941152966,1.0007259,0.99972974,within band (normal range)
2024-05-03 02:00:00,1.0006018633,7809604.3836,7814890.68,110558226759.84,1.00047254,1.00017955,1,short MA (6h) is above long MA (24h) → buy signal,1.00040454,1.00016656,0.00023798,0.00023728,7e-07,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000263357435,0.0002491752764777376,1.00076171,0.99976501,within band (normal range)
2024-05-03 03:00:00,1.0006456264,4733569.8794,4736741.96,110576078596.33,1.00052621,1.00022195,1,short MA (6h) is above long MA (24h) → buy signal,1.00044163,1.00020204,0.00023959,0.00023774,1.85e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000305501185,0.00023820908314796618,1.00078192,0.99982908,within band (normal range)
2024-05-03 04:00:00,1.0004930057,16367177.562,16372162.06,110618755093.04,1.00053502,1.00025653,1,short MA (6h) is above long MA (24h) → buy signal,1.00044953,1.0002236,0.00022593,0.00023538,-9.45e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000335679325,0.0002202829308126253,1.00077625,0.99989511,within band (normal range)
2024-05-03 05:00:00,1.000616423,8352166.1914,8358960.0,110583106341.36,1.00056823,1.00028806,1,short MA (6h) is above long MA (24h) → buy signal,1.00047521,1.00025269,0.00022252,0.00023281,-1.029e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000373174045,0.0001990192202126895,1.00077121,0.99997514,within band (normal range)
2024-05-03 06:00:00,1.0006261087,12476357.675,12482747.3,110599172449.68,1.00059165,1.00031868,1,short MA (6h) is above long MA (24h) → buy signal,1.00049842,1.00028035,0.00021807,0.00022986,-1.179e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00040503205,0.00018476335472420352,1.00077456,1.00003551,within band (normal range)
2024-05-03 07:00:00,1.0002861841,15211845.5869,15219097.33,110625909357.63,1.00054487,1.00033882,1,short MA (6h) is above long MA (24h) → buy signal,1.00046577,1.00028079,0.00018498,0.00022089,-3.591e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000421277105,0.000155689641905061,1.00073266,1.0001099,within band (normal range)
2024-05-03 08:00:00,1.0003095874,11386938.0974,11388025.48,110482381602.26,1.00049616,1.00035633,1,short MA (6h) is above long MA (24h) → buy signal,1.00044174,1.00028292,0.00015882,0.00020847,-4.965e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000431363135,0.00014006766001013523,1.0007115,1.00015123,within band (normal range)
2024-05-03 09:00:00,1.0003051597,10245119.5519,10246523.16,110594944539.24,1.00043941,1.00037461,1,short MA (6h) is above long MA (24h) → buy signal,1.00042073,1.00028457,0.00013616,0.00019401,-5.785e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0004344139549999,0.00013639145068293938,1.0007072,1.00016163,within band (normal range)
2024-05-03 10:00:00,1.0002921696,16520164.4854,16522001.79,110704389439.45,1.00040594,1.00038724,1,short MA (6h) is above long MA (24h) → buy signal,1.00040095,1.00028513,0.00011582,0.00017837,-6.255e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000442545195,0.0001212686973426881,1.00068508,1.00020001,within band (normal range)
2024-05-03 11:00:00,1.0002347814,11957013.7153,11958255.97,110485093878.83,1.00034233,1.00039864,0,short MA (6h) is below long MA (24h) → no buy signal,1.00037539,1.0002814,9.399e-05,0.0001615,-6.751e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000438554485,0.00012688412087509911,1.00069232,1.00018479,within band (normal range)
2024-05-03 12:00:00,1.0003098564,28257214.062,28265683.17,110519214312.58,1.00028962,1.00040705,0,short MA (6h) is below long MA (24h) → no buy signal,1.00036531,1.00028351,8.18e-05,0.00014556,-6.376e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00043566471,0.00012922054321905504,1.00069411,1.00017722,within band (normal range)
2024-05-03 13:00:00,1.000523591,42911156.1261,42927908.27,110780042503.71,1.00032919,1.00041869,0,short MA (6h) is below long MA (24h) → no buy signal,1.00038966,1.00030129,8.837e-05,0.00013412,-4.575e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00044112666,0.00013057386897365438,1.00070227,1.00017998,within band (normal range)
2024-05-03 14:00:00,1.0006741277,39616330.2709,39640385.61,110695913088.9,1.00038995,1.00044139,0,short MA (6h) is below long MA (24h) → no buy signal,1.00043342,1.00032891,0.00010451,0.0001282,-2.369e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000455212055,0.00013990416443520237,1.00073502,1.0001754,within band (normal range)
2024-05-03 15:00:00,1.0007675383,22779486.4082,22796744.11,110570744746.1,1.00046701,1.00046026,1,short MA (6h) is above long MA (24h) → buy signal,1.00048482,1.0003614,0.00012342,0.00012724,-3.82e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00047173049,0.0001562143110460326,1.00078416,1.0001593,within band (normal range)
2024-05-03 16:00:00,1.0007719394,17425539.7173,17432511.91,110633782502.08,1.00054697,1.0004771,1,short MA (6h) is above long MA (24h) → buy signal,1.000529,1.00039181,0.00013719,0.00012923,7.96e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000484566945,0.00016992176415887435,1.00082441,1.00014472,within band (normal range)
2024-05-03 17:00:00,1.0006926749,11983840.7392,11987990.22,110478328573.81,1.00062329,1.0004887,1,short MA (6h) is above long MA (24h) → buy signal,1.00055418,1.0004141,0.00014008,0.0001314,8.68e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.00050302007,0.00017155433567590862,1.00084613,1.00015991,within band (normal range)
2024-05-03 18:00:00,1.000649719,7080545.0969,7082432.83,110685329653.46,1.00067993,1.00049942,1,short MA (6h) is above long MA (24h) → buy signal,1.00056888,1.00043155,0.00013733,0.00013259,4.74e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000513497695,0.00017389671828616456,1.00086129,1.0001657,within band (normal range)
2024-05-03 19:00:00,1.0006966132,13475030.8634,13479208.26,110614589961.19,1.00070877,1.00051023,1,short MA (6h) is above long MA (24h) → buy signal,1.00058853,1.00045118,0.00013735,0.00013354,3.81e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000527470445,0.0001769487792385424,1.00088137,1.00017357,within band (normal range)
2024-05-03 20:00:00,1.0007874091,17069601.9593,17078905.38,110650595141.28,1.00072765,1.00052157,1,short MA (6h) is above long MA (24h) → buy signal,1.00061912,1.00047609,0.00014303,0.00013544,7.59e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.000542563205,0.00018583549863931256,1.00091423,1.00017089,within band (normal range)
2024-05-03 21:00:00,1.0007603577,14656994.2426,14665193.73,110604695174.13,1.00072645,1.00053977,1,short MA (6h) is above long MA (24h) → buy signal,1.00064085,1.00049715,0.0001437,0.00013709,6.61e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0005522368,0.00019209826202067838,1.00093643,1.00016804,within band (normal range)
2024-05-03 22:00:00,1.0007485035,5387446.1202,5390835.61,110714809525.09,1.00072255,1.00055262,1,short MA (6h) is above long MA (24h) → buy signal,1.00065741,1.00051577,0.00014164,0.000138,3.64e-06,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0005595688100002,0.0001968322507498292,1.00095323,1.0001659,within band (normal range)
2024-05-03 23:00:00,1.0007267676,10689373.0568,10694440.3,110770513150.03,1.00072823,1.00056552,1,short MA (6h) is above long MA (24h) → buy signal,1.00066808,1.0005314,0.00013668,0.00013774,-1.06e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0005636258700001,0.00019951732488202384,1.00096266,1.00016459,within band (normal range)
2024-05-04 00:00:00,1.0007371826,10835767.7433,10840546.98,110688767950.99,1.00074281,1.000576,1,short MA (6h) is above long MA (24h) → buy signal,1.00067871,1.00054664,0.00013207,0.0001366,-4.53e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000575834715,0.00020241823662199332,1.00098067,1.000171,within band (normal range)
2024-05-04 01:00:00,1.0005605158,10807697.0152,10811854.52,110908744511.78,1.00072012,1.00057574,1,short MA (6h) is above long MA (24h) → buy signal,1.00066053,1.00054767,0.00011286,0.00013185,-1.899e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0005730393549999,0.00020221415007922505,1.00097747,1.00016861,within band (normal range)
2024-05-04 02:00:00,1.0005274292,3529906.0888,3531187.24,110794906064.89,1.00067679,1.00057264,1,short MA (6h) is above long MA (24h) → buy signal,1.00064005,1.00054617,9.388e-05,0.00012426,-3.038e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00056810538,0.0002020549346911113,1.00097222,1.000164,within band (normal range)
2024-05-04 03:00:00,1.0005737853,4023601.7693,4025152.22,110851087823.22,1.0006457,1.00056964,1,short MA (6h) is above long MA (24h) → buy signal,1.00062986,1.00054821,8.165e-05,0.00011574,-3.409e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00058248544,0.00019085881622554887,1.0009642,1.00020077,within band (normal range)
2024-05-04 04:00:00,1.0006063574,6396700.7403,6399532.56,110741039930.46,1.00062201,1.00057437,1,short MA (6h) is above long MA (24h) → buy signal,1.00062624,1.00055252,7.372e-05,0.00010733,-3.361e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00059732394,0.0001797377586026158,1.0009568,1.00023785,within band (normal range)
2024-05-04 05:00:00,1.0005791809,2840680.3774,2841841.25,111058148106.19,1.00059741,1.00057281,1,short MA (6h) is above long MA (24h) → buy signal,1.000619,1.0005545,6.45e-05,9.877e-05,-3.427e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000611025,0.00016623104107885972,1.00094349,1.00027856,within band (normal range)
2024-05-04 06:00:00,1.0005461512,5769722.4292,5771657.67,110844708852.52,1.00056557,1.00056948,0,short MA (6h) is below long MA (24h) → no buy signal,1.00060779,1.00055388,5.391e-05,8.98e-05,-3.589e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00062372408,0.00014944404559374315,1.00092261,1.00032484,within band (normal range)
2024-05-04 07:00:00,1.0004505423,9327180.242,9329577.85,110790806619.19,1.00054724,1.00057633,0,short MA (6h) is below long MA (24h) → no buy signal,1.0005836,1.00054622,3.738e-05,7.931e-05,-4.193e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000634512125,0.00012580787666847284,1.00088613,1.0003829,within band (normal range)
2024-05-04 08:00:00,1.0004194746,3374774.4335,3375745.55,110761852826.57,1.00052925,1.00058091,0,short MA (6h) is below long MA (24h) → no buy signal,1.00055835,1.00053683,2.152e-05,6.775e-05,-4.623e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000639993035,0.00011261574272928758,1.00086522,1.00041476,within band (normal range)
2024-05-04 09:00:00,1.0003412161,9576578.8618,9578785.23,110878473180.16,1.00049049,1.00058241,0,short MA (6h) is below long MA (24h) → no buy signal,1.00052495,1.00052234,2.61e-06,5.473e-05,-5.212e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00063087429,0.00012876314396423582,1.0008884,1.00037335,below lower band (possible breakdown)
2024-05-04 10:00:00,1.00030706,16651141.9805,16652380.87,110776886263.98,1.0004406,1.00058303,0,short MA (6h) is below long MA (24h) → no buy signal,1.00049143,1.0005064,-1.497e-05,4.079e-05,-5.576e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0006125209049999,0.0001471245265145587,1.00090677,1.00031827,below lower band (possible breakdown)
2024-05-04 11:00:00,1.000379807,13842870.6973,13845996.81,110838640821.72,1.00040738,1.00058908,0,short MA (6h) is below long MA (24h) → no buy signal,1.00047425,1.00049702,-2.277e-05,2.807e-05,-5.084e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.00059313434,0.00015111436772381664,1.00089536,1.00029091,within band (normal range)
2024-05-04 12:00:00,1.0003464187,12744417.8933,12746401.2,110775001651.71,1.00037409,1.0005906,0,short MA (6h) is below long MA (24h) → no buy signal,1.00045459,1.00048586,-3.127e-05,1.621e-05,-4.748e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.000571858305,0.00015453145732418215,1.00088092,1.0002628,within band (normal range)
