timestamp,close_price,volume_base,volume_quote,transaction_count,successful_transaction_count,total_fee_sol,avg_fee_sol,market_cap,ma_6,ma_24,ma_crossover_signal,ma_crossover_description,ema_12,ema_26,macd,macd_signal,macd_hist,macd_crossover_signal,macd_crossover_description,txn_ratio,txn_ratio_description,bb_mid,bb_std,bb_upper,bb_lower,bb_position,price_change_pct,price_movement
2024-05-01 22:00:00,133.3578,417856.5723,55892664.5,7710318,5809327,256.212,3.323e-05,59820827617.15,131.4906,,,,128.819,126.7752,2.0438,0.8589,1.1849,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,125.71956,4.386449900893957,134.4925,116.9467,within band (normal range),-0.000162,no significant change
2024-05-01 23:00:00,134.6297,521736.6528,69997332.05,8808511,6737836,277.0187,3.145e-05,59484451518.96,132.792,126.0853,1,short MA (6h) is above long MA (24h) → buy signal,129.7129,127.3571,2.3558,1.1583,1.1975,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0449,normal activity,126.1431,4.818755924182306,135.7806,116.5056,within band (normal range),0.009537,slight increase
2024-05-02 00:00:00,131.4696,739088.8957,97971114.19,9021681,7061930,280.9976,3.115e-05,60292554289.61,132.3795,126.3507,1,short MA (6h) is above long MA (24h) → buy signal,129.9832,127.6617,2.3215,1.3909,0.9306,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0692,normal activity,126.4213,4.962782833939247,136.3469,116.4957,within band (normal range),-0.023473,significant decrease
2024-05-02 01:00:00,129.6897,612510.1719,79864504.21,8822319,6868772,243.0346,2.755e-05,58680430144.41,132.383,126.4681,1,short MA (6h) is above long MA (24h) → buy signal,129.938,127.8119,2.1261,1.538,0.5881,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.048,normal activity,126.651685,5.0041152790031305,136.6599,116.6435,within band (normal range),-0.013538,significant decrease
2024-05-02 02:00:00,129.6112,539810.0675,69934077.55,9235352,7203347,238.7772,2.585e-05,58226094177.67,132.0229,126.658,1,short MA (6h) is above long MA (24h) → buy signal,129.8877,127.9452,1.9425,1.6189,0.3236,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0928,normal activity,126.99092999999998,4.9609296668117135,136.9128,117.0691,within band (normal range),-0.000605,no significant change
2024-05-02 03:00:00,130.0905,411643.4165,53646068.35,9284207,7307339,247.4921,2.666e-05,58055889781.17,131.4748,126.8218,1,short MA (6h) is above long MA (24h) → buy signal,129.9189,128.1041,1.8148,1.6581,0.1567,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0997,normal activity,127.4703,4.760169856323677,136.9906,117.95,within band (normal range),0.003698,slight increase
2024-05-02 04:00:00,129.5669,442239.6301,57617701.05,9015569,6970857,230.0827,2.552e-05,58211846708.44,130.8429,126.9743,1,short MA (6h) is above long MA (24h) → buy signal,129.8648,128.2125,1.6523,1.6569,-0.0046,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0691,normal activity,127.89366,4.534961484012145,136.9636,118.8237,within band (normal range),-0.004025,slight decrease
2024-05-02 05:00:00,129.589,396723.9385,51240887.81,9084132,7080706,200.2177,2.204e-05,58340081611.71,130.0028,127.1621,1,short MA (6h) is above long MA (24h) → buy signal,129.8224,128.3144,1.508,1.6271,-0.1191,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0771,normal activity,128.333825,4.225410695563706,136.7846,119.883,within band (normal range),0.000171,no significant change
2024-05-02 06:00:00,129.7669,261872.4161,34009211.91,9185257,7122048,287.4008,3.129e-05,57900864113.6,129.719,127.4513,1,short MA (6h) is above long MA (24h) → buy signal,129.8138,128.422,1.3918,1.5801,-0.1883,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0855,normal activity,128.740105,3.9282402628410127,136.5966,120.8836,within band (normal range),0.001373,no significant change
2024-05-02 07:00:00,131.4062,890802.072,117357042.39,9413992,7633654,188.5421,2.003e-05,58078017389.02,130.0051,127.9056,1,short MA (6h) is above long MA (24h) → buy signal,130.0588,128.6431,1.4157,1.5472,-0.1315,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.1073,activity surge,129.16255500000003,3.722528512134982,136.6076,121.7175,within band (normal range),0.012633,significant increase
2024-05-02 08:00:00,133.4115,595004.4914,79030662.8,9109020,7424563,191.1953,2.099e-05,58824821641.89,130.6385,128.4186,1,short MA (6h) is above long MA (24h) → buy signal,130.5746,128.9963,1.5783,1.5534,0.0249,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0682,normal activity,129.64127,3.615739850489943,136.8727,122.4098,within band (normal range),0.01526,significant increase
2024-05-02 09:00:00,133.7478,285198.8512,37991816.66,9305412,7612091,181.9285,1.955e-05,59699104499.13,131.248,128.9587,1,short MA (6h) is above long MA (24h) → buy signal,131.0628,129.3483,1.7145,1.5856,0.1289,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0885,normal activity,130.157925,3.4116880029308208,136.9813,123.3345,within band (normal range),0.002521,slight increase
2024-05-02 10:00:00,134.5166,634073.2197,85069993.73,9115336,7485289,216.4751,2.375e-05,59687508306.39,132.073,129.4952,1,short MA (6h) is above long MA (24h) → buy signal,131.5941,129.7311,1.863,1.6411,0.2219,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0649,normal activity,130.710295,3.156525728754554,137.0233,124.3972,within band (normal range),0.005748,slight increase
2024-05-02 11:00:00,138.8877,1831839.3826,251573375.08,8565979,6926725,235.3616,2.748e-05,60364854059.11,133.6228,130.1589,1,short MA (6h) is above long MA (24h) → buy signal,132.7162,130.4094,2.3068,1.7742,0.5326,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.003,normal activity,131.48882500000002,3.1572629707048807,137.8034,125.1743,above upper band (possible breakout),0.032495,significant increase
2024-05-02 12:00:00,137.1472,1155154.7539,159644831.54,8514387,6745522,241.0962,2.832e-05,61862305548.47,134.8528,130.7135,1,short MA (6h) is above long MA (24h) → buy signal,133.3979,130.9085,2.4894,1.9173,0.5721,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9969,normal activity,132.1237,2.9362030746849723,137.9961,126.2513,within band (normal range),-0.012532,significant decrease
2024-05-02 13:00:00,136.0413,723529.1717,99001187.31,8892138,6940458,322.5845,3.628e-05,61555081522.98,135.6254,131.2396,1,short MA (6h) is above long MA (24h) → buy signal,133.8046,131.2887,2.5159,2.037,0.4789,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0399,normal activity,132.58471,2.7794726877593208,138.1437,127.0258,within band (normal range),-0.008064,slight decrease
2024-05-02 14:00:00,138.9452,908631.5165,124859105.5,9340442,7393672,392.1416,4.198e-05,60771754334.76,136.5476,131.8845,1,short MA (6h) is above long MA (24h) → buy signal,134.5955,131.8558,2.7397,2.1775,0.5622,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0908,normal activity,132.834735,3.113129329701449,139.061,126.6085,within band (normal range),0.021346,significant increase
2024-05-02 15:00:00,139.2693,1100269.8995,153621222.56,8943267,7228942,383.4799,4.288e-05,61891267538.21,137.4679,132.5491,1,short MA (6h) is above long MA (24h) → buy signal,135.3145,132.405,2.9095,2.3239,0.5856,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0461,normal activity,133.314775,3.3317430626712374,139.9783,126.6513,within band (normal range),0.002333,slight increase
2024-05-02 16:00:00,138.0168,472823.7907,65499196.13,8990857,7018649,517.5455,5.756e-05,62176979201.43,138.0512,133.1144,1,short MA (6h) is above long MA (24h) → buy signal,135.7302,132.8207,2.9095,2.441,0.4685,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0453,normal activity,133.62701499999997,3.4693297769658793,140.5657,126.6884,within band (normal range),-0.008993,slight decrease
2024-05-02 17:00:00,139.3562,440100.8982,61191226.81,9216385,7150440,456.0933,4.949e-05,61839974864.68,138.1293,133.6367,1,short MA (6h) is above long MA (24h) → buy signal,136.2881,133.3048,2.9833,2.5495,0.4338,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0692,normal activity,133.925855,3.6968327381941726,141.3195,126.5322,within band (normal range),0.009705,slight increase
2024-05-02 18:00:00,138.1653,369733.9906,51327851.2,9431905,7270434,442.2153,4.689e-05,62237957409.17,138.299,133.8126,1,short MA (6h) is above long MA (24h) → buy signal,136.5769,133.6648,2.9121,2.622,0.2901,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0812,normal activity,134.16622999999998,3.812441393523661,141.7911,126.5413,within band (normal range),-0.008546,slight decrease
2024-05-02 19:00:00,138.291,423980.8142,58424456.66,9202890,7151540,419.8475,4.562e-05,61986663429.49,138.674,134.1719,1,short MA (6h) is above long MA (24h) → buy signal,136.8406,134.0075,2.8331,2.6642,0.1689,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0413,normal activity,134.34929499999998,3.9221915559483613,142.1937,126.5049,within band (normal range),0.00091,no significant change
2024-05-02 20:00:00,136.8225,629566.9707,86384136.6,9344281,7459045,420.3635,4.499e-05,61755643377.02,138.3202,134.3823,1,short MA (6h) is above long MA (24h) → buy signal,136.8378,134.216,2.6218,2.6557,-0.0339,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0448,normal activity,134.61694,3.897904755580738,142.4127,126.8211,within band (normal range),-0.010619,significant decrease
2024-05-02 21:00:00,138.7837,390284.3897,53757591.26,9686393,7556276,448.2356,4.627e-05,60997533908.12,138.2392,134.6075,1,short MA (6h) is above long MA (24h) → buy signal,137.1372,134.5544,2.5828,2.6412,-0.0584,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0701,normal activity,135.07164,3.82256954959274,142.7168,127.4265,within band (normal range),0.014334,significant increase
2024-05-02 22:00:00,139.0321,684382.1411,95691006.01,8297592,6365514,375.2261,4.522e-05,61938616914.08,138.4085,134.8439,1,short MA (6h) is above long MA (24h) → buy signal,137.4287,134.886,2.5427,2.6215,-0.0788,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9142,normal activity,135.542685,3.692523683033474,142.9277,128.1576,within band (normal range),0.00179,no significant change
2024-05-02 23:00:00,137.8509,348149.6851,48241054.87,8639017,6445990,384.2579,4.448e-05,62289255303.44,138.1576,134.9781,1,short MA (6h) is above long MA (24h) → buy signal,137.4937,135.1057,2.388,2.5748,-0.1868,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9526,normal activity,135.930705,3.491721311673462,142.9141,128.9473,within band (normal range),-0.008496,slight decrease
2024-05-03 00:00:00,138.0403,456630.5698,63014805.68,8751801,6760495,435.2652,4.973e-05,61609204300.95,138.1368,135.2519,1,short MA (6h) is above long MA (24h) → buy signal,137.5778,135.323,2.2548,2.5108,-0.256,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9662,normal activity,136.354375,3.1789826927683875,142.7123,129.9964,within band (normal range),0.001374,no significant change
2024-05-03 01:00:00,139.8414,567697.6856,79530107.16,8597705,6784043,327.0874,3.804e-05,61528586614.46,138.3952,135.6749,1,short MA (6h) is above long MA (24h) → buy signal,137.926,135.6577,2.2683,2.4623,-0.194,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9502,normal activity,136.866995,2.8390708953671693,142.5451,131.1889,within band (normal range),0.013048,significant increase
2024-05-03 02:00:00,140.0602,649820.9253,91350556.37,8585659,6669322,331.5003,3.861e-05,62447250087.63,138.9348,136.1103,1,short MA (6h) is above long MA (24h) → buy signal,138.2543,135.9838,2.2705,2.4239,-0.1534,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9517,normal activity,137.38166,2.3801122855865176,142.1419,132.6214,within band (normal range),0.001565,no significant change
2024-05-03 03:00:00,141.3455,457340.5458,64633121.0,9272491,7245730,299.9385,3.235e-05,62462783983.1,139.3617,136.5792,1,short MA (6h) is above long MA (24h) → buy signal,138.7299,136.381,2.3489,2.4089,-0.06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0279,normal activity,137.878625,2.0862983646123308,142.0512,133.706,within band (normal range),0.009177,slight increase
2024-05-03 04:00:00,140.3423,387345.0443,54670084.53,9216026,7345722,340.4937,3.695e-05,63027090503.26,139.5801,137.0282,1,short MA (6h) is above long MA (24h) → buy signal,138.978,136.6744,2.3036,2.3879,-0.0843,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0207,normal activity,138.225165,1.8696026282763318,141.9644,134.486,within band (normal range),-0.007098,slight decrease
2024-05-03 05:00:00,139.6017,423004.3546,59364438.4,8599475,6834121,313.5104,3.646e-05,62653005531.93,139.8719,137.4454,1,short MA (6h) is above long MA (24h) → buy signal,139.0739,136.8913,2.1826,2.3468,-0.1642,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9545,normal activity,138.51785999999998,1.5652057165618105,141.6483,135.3874,within band (normal range),-0.005277,slight decrease
2024-05-03 06:00:00,138.8652,380596.5927,52965046.5,9121406,7474807,244.5329,2.681e-05,62274028414.07,140.0094,137.8245,1,short MA (6h) is above long MA (24h) → buy signal,139.0418,137.0375,2.0043,2.2783,-0.274,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0128,normal activity,138.73529000000002,1.2505274078521225,141.2363,136.2342,within band (normal range),-0.005276,slight decrease
2024-05-03 07:00:00,137.5348,572165.8685,78973722.89,8624387,7004806,228.2883,2.647e-05,61970284128.54,139.6249,138.0799,1,short MA (6h) is above long MA (24h) → buy signal,138.81,137.0743,1.7357,2.1698,-0.4341,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9611,normal activity,138.667645,1.2781357243945433,141.2239,136.1114,within band (normal range),-0.009581,slight decrease
2024-05-03 08:00:00,137.7321,477384.2323,65901215.02,8593408,6846963,226.9004,2.64e-05,61310557517.98,139.2369,138.2599,1,short MA (6h) is above long MA (24h) → buy signal,138.6441,137.123,1.5211,2.04,-0.5189,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9599,normal activity,138.69689,1.2478481207768009,141.1926,136.2012,within band (normal range),0.001435,no significant change
2024-05-03 09:00:00,138.9583,262847.3658,36535741.35,8612569,6827234,243.496,2.827e-05,61714634480.95,138.8391,138.477,1,short MA (6h) is above long MA (24h) → buy signal,138.6925,137.259,1.4335,1.9187,-0.4852,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9652,normal activity,138.84274,1.0803534072846024,141.0034,136.682,within band (normal range),0.008903,slight increase
2024-05-03 10:00:00,137.6419,374984.8953,51650892.84,8926932,7394918,211.6459,2.371e-05,62094774945.09,138.389,138.6072,0,short MA (6h) is below long MA (24h) → no buy signal,138.5308,137.2874,1.2434,1.7837,-0.5403,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0013,normal activity,138.777575,1.1126709287375889,141.0029,136.5522,within band (normal range),-0.009473,slight decrease
2024-05-03 11:00:00,137.2158,876726.4995,119781746.68,8661127,7008174,222.9543,2.574e-05,61123323200.95,137.9913,138.5375,0,short MA (6h) is below long MA (24h) → no buy signal,138.3285,137.2821,1.0464,1.6362,-0.5898,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9711,normal activity,138.6749,1.1587016300015713,140.9923,136.3575,within band (normal range),-0.003096,slight decrease
2024-05-03 12:00:00,142.3331,1423973.6648,200097123.38,8496771,6871063,269.9604,3.177e-05,61072355651.88,138.5693,138.7536,0,short MA (6h) is below long MA (24h) → no buy signal,138.9446,137.6562,1.2884,1.5667,-0.2783,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9527,normal activity,138.890715,1.405384555454625,141.7015,136.0799,above upper band (possible breakout),0.037294,significant increase
2024-05-03 13:00:00,143.3609,1407025.8823,201509619.95,8317238,6643168,291.0981,3.5e-05,63161807555.43,139.5404,139.0586,1,short MA (6h) is above long MA (24h) → buy signal,139.624,138.0788,1.5452,1.5624,-0.0172,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9351,normal activity,139.09095,1.7243000985906838,142.5396,135.6423,above upper band (possible breakout),0.007221,slight increase
2024-05-03 14:00:00,142.9756,861593.979,123438201.78,8344613,6451440,347.1777,4.161e-05,63988098663.5,140.4143,139.2265,1,short MA (6h) is above long MA (24h) → buy signal,140.1397,138.4415,1.6982,1.5895,0.1087,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9426,normal activity,139.33146499999998,1.9134941057972634,143.1585,135.5045,within band (normal range),-0.002688,slight decrease
2024-05-03 15:00:00,142.4915,597261.8951,84861162.36,8388041,6651763,357.2654,4.259e-05,63802105717.52,141.0031,139.3608,1,short MA (6h) is above long MA (24h) → buy signal,140.5015,138.7415,1.76,1.6236,0.1364,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.95,normal activity,139.54149,2.020796845670906,143.5831,135.4999,within band (normal range),-0.003386,slight decrease
2024-05-03 16:00:00,142.1026,485903.8199,69279845.22,8866746,6951796,414.1163,4.67e-05,63727988203.49,141.7466,139.531,1,short MA (6h) is above long MA (24h) → buy signal,140.7478,138.9905,1.7573,1.6504,0.1069,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0048,normal activity,139.805495,1.9915767748127258,143.7886,135.8223,within band (normal range),-0.002729,slight decrease
2024-05-03 17:00:00,142.5974,333749.4994,47422743.11,8806373,6752290,619.6115,7.036e-05,63567773346.14,142.6435,139.6661,1,short MA (6h) is above long MA (24h) → buy signal,141.0324,139.2577,1.7747,1.6752,0.0995,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9998,normal activity,139.99618,2.06963810810636,144.1355,135.8569,within band (normal range),0.003482,slight increase
2024-05-03 18:00:00,142.0175,244765.1357,34825415.46,9583288,7527948,460.9442,4.81e-05,63534231490.82,142.5909,139.8266,1,short MA (6h) is above long MA (24h) → buy signal,141.1839,139.4621,1.7218,1.6845,0.0373,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0873,normal activity,140.14545,2.1038222071918136,144.3531,135.9378,within band (normal range),-0.004067,slight decrease
2024-05-03 19:00:00,143.1623,258433.7464,36686144.22,9564985,7581166,547.0773,5.72e-05,63408648747.7,142.5578,140.0296,1,short MA (6h) is above long MA (24h) → buy signal,141.4883,139.7362,1.7521,1.6981,0.054,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0833,normal activity,140.41102,2.1339506903985277,144.6789,136.1431,within band (normal range),0.008061,slight increase
2024-05-03 20:00:00,144.1891,839192.5255,120988863.91,9628021,7770477,460.7627,4.786e-05,63597047402.3,142.7601,140.3365,1,short MA (6h) is above long MA (24h) → buy signal,141.9038,140.066,1.8378,1.726,0.1118,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.089,normal activity,140.71846,2.2157849212554113,145.15,136.2869,within band (normal range),0.007172,slight increase
2024-05-03 21:00:00,143.5785,322858.1973,46466441.16,9192272,7093629,441.7876,4.806e-05,64222617155.9,142.9412,140.5363,1,short MA (6h) is above long MA (24h) → buy signal,142.1614,140.3262,1.8352,1.7478,0.0874,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0422,normal activity,140.905315,2.2941189372357913,145.4936,136.3171,within band (normal range),-0.004235,slight decrease
2024-05-03 22:00:00,143.8767,369315.7193,53199682.24,9551685,7456033,1223.1733,0.00012806,64080926894.09,143.2369,140.7382,1,short MA (6h) is above long MA (24h) → buy signal,142.4253,140.5892,1.8361,1.7655,0.0706,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0765,normal activity,141.09614,2.377341262706738,145.8508,136.3415,within band (normal range),0.002077,slight increase
2024-05-03 23:00:00,144.1474,300927.09,43545647.68,9284883,7398535,584.4771,6.295e-05,64236145603.26,143.4952,141.0005,1,short MA (6h) is above long MA (24h) → buy signal,142.6903,140.8528,1.8375,1.7799,0.0576,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0433,normal activity,141.236235,2.4734245714829113,146.1831,136.2894,within band (normal range),0.001881,no significant change
2024-05-04 00:00:00,144.7052,455961.1685,66138027.79,9157198,7300523,869.9738,9.5e-05,64310515828.21,143.9432,141.2782,1,short MA (6h) is above long MA (24h) → buy signal,143.0003,141.1381,1.8622,1.7964,0.0658,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.027,normal activity,141.45438,2.580510013564154,146.6154,136.2934,within band (normal range),0.00387,slight increase
2024-05-04 01:00:00,143.9828,373036.5205,53940012.94,8870756,7096220,302.1533,3.406e-05,64794690100.31,144.08,141.4508,1,short MA (6h) is above long MA (24h) → buy signal,143.1514,141.3489,1.8025,1.7976,0.0049,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9936,normal activity,141.67343499999998,2.6008337663697487,146.8751,136.4718,within band (normal range),-0.004992,slight decrease
2024-05-04 02:00:00,144.0,446111.7384,64159715.0,8845563,6957517,277.3736,3.136e-05,64275483205.49,144.0484,141.6149,1,short MA (6h) is above long MA (24h) → buy signal,143.282,141.5452,1.7368,1.7854,-0.0486,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9896,normal activity,141.930175,2.562182474884409,147.0545,136.8058,within band (normal range),0.000119,no significant change
