timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_doge,avg_fee_doge,total_size_used_bytes,market_cap,ma_6,ma_24,ma_crossover_signal,ma_crossover_description,ema_12,ema_26,macd,macd_signal,macd_hist,macd_crossover_signal,macd_crossover_description,txn_ratio,txn_ratio_description,bb_mid,bb_std,bb_upper,bb_lower,bb_position,price_change_pct,price_movement
2024-05-01 10:00:00,0.1250296055,366889791.5087,45642014.32,8007,451328032.56,0.178131,2723327,17801452238.66,0.1264423,,,,0.12800097,0.12963588,-0.00163491,-0.0007879,-0.00084701,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.008485,slight increase
2024-05-01 11:00:00,0.1256865368,225713668.9887,28241143.97,6899,525827977.58,0.175975,2730188,17899502362.5,0.12544246,,,,0.1276449,0.12934334,-0.00169844,-0.00097,-0.00072844,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.005254,slight increase
2024-05-01 12:00:00,0.1266195203,465703088.5434,59035305.8,20850,889526277.72,0.069727,6791867,17983823988.63,0.12505468,,,,0.12748715,0.12914157,-0.00165442,-0.00110689,-0.00054753,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.007423,slight increase
2024-05-01 13:00:00,0.1242695325,421672805.801,52762084.56,27472,514637654.57,0.064779,8593826,18200032619.54,0.12498538,,,,0.12699213,0.12878068,-0.00178855,-0.00124322,-0.00054533,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.018559,significant decrease
2024-05-01 14:00:00,0.1245242846,418921789.1082,51838110.14,27339,386518504.83,0.05813,7480257,17907763599.69,0.12501785,,,,0.12661247,0.12846539,-0.00185292,-0.00136516,-0.00048776,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.00205,slight increase
2024-05-01 15:00:00,0.1210720634,576760127.9817,70059175.78,25789,442870434.62,0.072952,6800401,17859339880.86,0.12453359,,,,0.1257601,0.12791774,-0.00215764,-0.00152366,-0.00063398,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.027723,significant decrease
2024-05-01 16:00:00,0.1231587434,512657210.5188,62715391.27,16169,631244144.94,0.110278,4694306,17401506896.62,0.12422178,,,,0.12535989,0.12756522,-0.00220533,-0.00165999,-0.00054534,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.017235,significant increase
2024-05-01 17:00:00,0.1265867966,437657994.7251,54495336.55,23570,656667208.56,0.068772,6403919,17703837483.86,0.12437182,,,,0.12554864,0.12749274,-0.0019441,-0.00171681,-0.00022729,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.027834,significant increase
2024-05-01 18:00:00,0.1312402607,1240276842.5207,161075492.93,24081,987924358.3,0.117875,6822881,17986263522.14,0.12514195,,,,0.12642428,0.12777034,-0.00134606,-0.00164266,0.0002966,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,,,,,,0.036761,significant increase
2024-05-01 19:00:00,0.1272502516,805737067.9515,104020827.31,23050,759434596.38,0.109716,6398736,18912758258.56,0.12563873,,,,0.12655135,0.12773181,-0.00118046,-0.00155022,0.00036976,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,0.127380233575,0.0035931603159732664,0.13456655,0.12019391,within band (normal range),-0.030402,significant decrease
2024-05-01 20:00:00,0.1276511582,415341087.695,53032812.51,47442,496686757.95,0.069543,11955124,18450866798.8,0.12615988,,,,0.12672055,0.12772584,-0.00100529,-0.00144124,0.00043595,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,0.12718016067500001,0.0034513520128933617,0.13408286,0.12027746,within band (normal range),0.003151,slight increase
2024-05-01 21:00:00,0.1289096055,301194639.8488,38611609.5,23193,377701509.41,0.09903,5928569,18340191394.33,0.12746614,,,,0.12705733,0.12781352,-0.00075619,-0.00130423,0.00054804,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,0.127060404045,0.0033404757861597977,0.13374136,0.12037945,within band (normal range),0.009858,slight increase
2024-05-01 22:00:00,0.1294937629,233557957.5951,30308975.98,9090,630738331.4,0.15785,2411037,18530707105.8,0.12852197,,,,0.12743216,0.12793799,-0.00050583,-0.00114455,0.00063872,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,0.127003548465,0.003285735646125015,0.13357502,0.12043208,within band (normal range),0.004532,slight increase
2024-05-01 23:00:00,0.1305154692,229706833.3792,29957142.8,10105,250767396.46,0.137139,2770484,18667209448.36,0.12917675,0.12767394,1,short MA (6h) is above long MA (24h) → buy signal,0.12790652,0.12812891,-0.00022239,-0.00096012,0.00073773,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.645,low activity,0.126910605305,0.003149274056206137,0.13320915,0.12061206,within band (normal range),0.00789,slight increase
2024-05-02 00:00:00,0.1278013723,316526023.1488,40991031.96,5188,532283108.06,0.18325,1589128,18810287917.28,0.1286036,0.12751348,1,short MA (6h) is above long MA (24h) → buy signal,0.12789034,0.12810465,-0.00021431,-0.00081095,0.00059664,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.3307,low activity,0.12667165772,0.0028649097655687266,0.13240148,0.12094184,within band (normal range),-0.020795,significant decrease
2024-05-02 01:00:00,0.1258449104,305965050.6318,38783962.93,13093,233487389.16,0.090736,3489638,18425500262.91,0.12836938,0.12728598,1,short MA (6h) is above long MA (24h) → buy signal,0.12757566,0.12793726,-0.0003616,-0.00072108,0.00035948,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8201,normal activity,0.126379625555,0.002613579455732825,0.13160678,0.12115247,within band (normal range),-0.015309,significant decrease
2024-05-02 02:00:00,0.1261812643,199895131.1956,25211351.38,8743,267416410.72,0.152309,2711506,18196044593.39,0.1281244,0.12710058,1,short MA (6h) is above long MA (24h) → buy signal,0.12736114,0.12780719,-0.00044605,-0.00066608,0.00022003,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5429,low activity,0.12624137669500002,0.0025428406068977684,0.13132706,0.1211557,within band (normal range),0.002673,slight increase
2024-05-02 03:00:00,0.126435188,107717798.0415,13656346.98,5830,305461897.09,0.172382,1881013,18168945544.39,0.12771199,0.12685312,1,short MA (6h) is above long MA (24h) → buy signal,0.12721868,0.12770556,-0.00048688,-0.00063024,0.00014336,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.3601,low activity,0.12632887162,0.00251644880227719,0.13136177,0.12129597,within band (normal range),0.002012,slight increase
2024-05-02 04:00:00,0.1251602819,198154193.1283,25017373.02,31981,402419849.08,0.04979,8552289,18223617901.76,0.12698975,0.12654395,1,short MA (6h) is above long MA (24h) → buy signal,0.12690201,0.12751702,-0.00061501,-0.00062719,1.218e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.8342,activity surge,0.126370412265,0.00248840739079024,0.13134723,0.1213936,within band (normal range),-0.010083,significant decrease
2024-05-02 05:00:00,0.1260921472,230295141.0197,28851186.44,1678,201919304.2,0.488232,513392,18138140521.03,0.12625253,0.12631089,0,short MA (6h) is below long MA (24h) → no buy signal,0.12677741,0.12741147,-0.00063406,-0.00062857,-5.49e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.0965,low activity,0.126476137765,0.002425519551678938,0.13132718,0.1216251,within band (normal range),0.007445,slight increase
2024-05-02 06:00:00,0.126714634,165657240.271,20954146.62,18834,284649712.32,0.078868,4998392,18079413467.12,0.1260714,0.12621791,0,short MA (6h) is below long MA (24h) → no buy signal,0.12676775,0.12735986,-0.00059211,-0.00062127,2.916e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0575,normal activity,0.12656038918999998,0.002401778021471985,0.13136395,0.12175683,within band (normal range),0.004937,slight increase
2024-05-02 07:00:00,0.1271752714,284628175.0372,36276499.71,33845,509299594.54,0.066174,9063097,18212614118.03,0.12629313,0.12632166,0,short MA (6h) is below long MA (24h) → no buy signal,0.12683045,0.12734618,-0.00051573,-0.00060017,8.444e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.7985,activity surge,0.12663482592,0.002396333396772923,0.13142749,0.12184216,within band (normal range),0.003635,slight increase
2024-05-02 08:00:00,0.1284927335,178482370.8163,22862324.96,12199,350766186.53,0.142844,3439882,18310677048.75,0.12667838,0.12649513,1,short MA (6h) is above long MA (24h) → buy signal,0.12708619,0.12743111,-0.00034492,-0.00054912,0.0002042,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6451,low activity,0.12672848658,0.0024320448527555584,0.13159258,0.1218644,within band (normal range),0.010359,significant increase
2024-05-02 09:00:00,0.1292519084,162317971.5496,20891945.8,10366,360340409.03,0.116796,3351328,18465696777.58,0.12714783,0.12671489,1,short MA (6h) is above long MA (24h) → buy signal,0.12741937,0.12756599,-0.00014662,-0.00046862,0.000322,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5722,low activity,0.126977605375,0.0024220695824693347,0.13182174,0.12213347,within band (normal range),0.005908,slight increase
2024-05-02 10:00:00,0.1300817065,230711781.4108,29910792.35,20640,450362492.91,0.057959,4839408,18552722512.21,0.12796807,0.12692539,1,short MA (6h) is above long MA (24h) → buy signal,0.12782896,0.12775234,7.662e-05,-0.00035957,0.00043619,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1071,normal activity,0.12725547647,0.002444482662355658,0.13214444,0.12236651,within band (normal range),0.00642,slight increase
2024-05-02 11:00:00,0.1322295821,685860228.8002,90234251.55,37599,583462884.03,0.079482,10242473,18682730989.75,0.12899097,0.12719802,1,short MA (6h) is above long MA (24h) → buy signal,0.12850598,0.12808398,0.000422,-0.00020326,0.00062526,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.8872,activity surge,0.12781335240499997,0.0022221022844867177,0.13225756,0.12336915,within band (normal range),0.016512,significant increase
2024-05-02 12:00:00,0.1315234817,432996152.6824,57358415.43,22738,474102348.46,0.102338,6009298,19040391911.02,0.12979245,0.12740235,1,short MA (6h) is above long MA (24h) → buy signal,0.12897021,0.12833876,0.00063145,-3.631e-05,0.00066776,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1368,normal activity,0.12823158932,0.002082739399855744,0.13239707,0.12406611,within band (normal range),-0.00534,slight decrease
2024-05-02 13:00:00,0.1301092601,342766374.5423,44861063.98,39287,435319304.91,0.08666,10140183,19004493823.41,0.13028145,0.12764567,1,short MA (6h) is above long MA (24h) → buy signal,0.12914545,0.12846991,0.00067554,0.00010606,0.00056948,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.917,activity surge,0.128407712495,0.0020852638575613053,0.13257824,0.12423718,within band (normal range),-0.010753,significant decrease
2024-05-02 14:00:00,0.1328564512,607989191.4966,80056794.43,28699,660182619.86,0.114874,7753369,18705111444.51,0.13100873,0.12799285,1,short MA (6h) is above long MA (24h) → buy signal,0.12971637,0.12879484,0.00092153,0.00026915,0.00065238,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.3965,activity surge,0.12848852202,0.002227289181972228,0.1329431,0.12403394,within band (normal range),0.021114,significant increase
2024-05-02 15:00:00,0.1336921845,372436095.4938,49811817.68,18513,585565326.5,0.139825,5180483,19113985867.44,0.13174878,0.12851868,1,short MA (6h) is above long MA (24h) → buy signal,0.13032804,0.1291576,0.00117044,0.00044941,0.00072103,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9143,normal activity,0.12881061866500002,0.0024891912605544088,0.133789,0.12383224,within band (normal range),0.00629,slight increase
2024-05-02 16:00:00,0.1329340083,248183522.3683,33058513.66,46874,599098704.18,0.082789,12713163,19235731169.91,0.13222416,0.12892599,1,short MA (6h) is above long MA (24h) → buy signal,0.13072896,0.12943734,0.00129162,0.00061785,0.00067377,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,2.1775,activity surge,0.12907476117,0.002635665877654002,0.13434609,0.12380343,within band (normal range),-0.005671,slight decrease
2024-05-02 17:00:00,0.1343045889,209866069.4347,28080276.08,8276,730237136.9,0.293701,5144002,19162503299.89,0.13257,0.12924756,1,short MA (6h) is above long MA (24h) → buy signal,0.13127905,0.12979788,0.00148117,0.00079051,0.00069066,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.3962,low activity,0.12934451034,0.002882401111188142,0.13510931,0.12357971,within band (normal range),0.01031,significant increase
2024-05-02 18:00:00,0.1334733893,296261588.1817,39546370.71,9379,395138204.13,0.133953,2772957,19229787406.21,0.13289498,0.12934061,1,short MA (6h) is above long MA (24h) → buy signal,0.13161664,0.13007014,0.0015465,0.00094171,0.00060479,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4625,low activity,0.12954349166,0.0030269837425474094,0.13559746,0.12348952,within band (normal range),-0.006189,slight decrease
2024-05-02 19:00:00,0.1331734937,168077549.3157,22318631.1,29309,530800529.8,0.075167,7943300,19195966247.86,0.13340569,0.12958741,1,short MA (6h) is above long MA (24h) → buy signal,0.13185616,0.13030001,0.00155615,0.0010646,0.00049155,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.4271,activity surge,0.129676392885,0.0031285518823898,0.1359335,0.12341929,within band (normal range),-0.002247,slight decrease
2024-05-02 20:00:00,0.1317943877,195389494.2473,25848579.49,8324,273740379.77,0.187191,2800606,19111870533.88,0.13322868,0.12976005,1,short MA (6h) is above long MA (24h) → buy signal,0.13184666,0.13041071,0.00143595,0.00113887,0.00029708,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4402,low activity,0.129876043655,0.003130006658629647,0.13613606,0.12361603,within band (normal range),-0.010356,significant decrease
2024-05-02 21:00:00,0.1327914647,131821519.0823,17516085.79,7407,469986893.38,0.198744,3116801,18936953792.74,0.13307856,0.12992179,1,short MA (6h) is above long MA (24h) → buy signal,0.13199201,0.13058706,0.00140495,0.00119209,0.00021286,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4059,low activity,0.13022337137,0.00304336038041205,0.13631009,0.12413665,within band (normal range),0.007565,slight increase
2024-05-02 22:00:00,0.1335208219,188721376.0786,25224538.98,7899,272865495.29,0.16435,2538596,19122114158.33,0.13317636,0.13008958,1,short MA (6h) is above long MA (24h) → buy signal,0.13222721,0.13080438,0.00142283,0.00123823,0.0001846,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.434,low activity,0.13059034925,0.002971973479024217,0.1365343,0.1246464,within band (normal range),0.005493,slight increase
2024-05-02 23:00:00,0.1322975336,139349448.9104,18536655.53,3818,287908917.37,0.260307,1893833,19203678541.54,0.13284185,0.13016384,1,short MA (6h) is above long MA (24h) → buy signal,0.13223803,0.13091498,0.00132305,0.0012552,6.785e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.2128,low activity,0.13088346653,0.002826106298845737,0.13653568,0.12523125,within band (normal range),-0.009162,slight decrease
2024-05-03 00:00:00,0.1325774508,165474093.2404,21908211.11,5428,493671762.93,0.190088,2093833,19035728180.86,0.13269253,0.13036284,1,short MA (6h) is above long MA (24h) → buy signal,0.13229025,0.13103813,0.00125212,0.00125458,-2.46e-06,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.3024,low activity,0.131254324975,0.0025038357953192755,0.136262,0.12624665,within band (normal range),0.002116,slight increase
2024-05-03 01:00:00,0.1343330184,345755065.9692,46549507.7,5732,214332671.79,0.201526,2632210,18996665765.41,0.13288578,0.13071651,1,short MA (6h) is above long MA (24h) → buy signal,0.13260452,0.13128219,0.00132233,0.00126813,5.42e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.3249,low activity,0.131666368535,0.002277456522506107,0.13622128,0.12711146,within band (normal range),0.013242,significant increase
2024-05-03 02:00:00,0.1342416203,293425688.6176,39578686.16,4360,209727065.81,0.296382,1928184,19306950389.79,0.13329365,0.13105236,1,short MA (6h) is above long MA (24h) → buy signal,0.13285638,0.13150141,0.00135497,0.0012855,6.947e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.2497,low activity,0.13204271785000002,0.00202392046125456,0.13609056,0.12799488,within band (normal range),-0.00068,no significant change
2024-05-03 03:00:00,0.1356170967,222569904.3483,30270307.03,8790,160516871.46,0.132489,2939623,19272781686.69,0.13376459,0.13143494,1,short MA (6h) is above long MA (24h) → buy signal,0.13328111,0.13180628,0.00147483,0.00132337,0.00015146,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.4999,low activity,0.132464809115,0.0018259785427939992,0.13611677,0.12881285,within band (normal range),0.010246,significant increase
2024-05-03 04:00:00,0.1343256908,168295922.3526,22751697.49,8982,561567114.34,0.146936,3403885,19479832082.25,0.13389874,0.13181683,1,short MA (6h) is above long MA (24h) → buy signal,0.13344181,0.1319929,0.00144891,0.00134847,0.00010044,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5403,low activity,0.13275645698,0.0016113753776665217,0.13597921,0.12953371,within band (normal range),-0.009522,slight decrease
2024-05-03 05:00:00,0.1340151595,116675680.1947,15679104.78,9706,216026565.99,0.098351,2915019,19289285988.28,0.13418501,0.13214696,1,short MA (6h) is above long MA (24h) → buy signal,0.13353002,0.1321427,0.00138732,0.00135624,3.108e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.5723,low activity,0.132994619535,0.0014049185175743202,0.13580446,0.13018478,within band (normal range),-0.002312,slight decrease
2024-05-03 06:00:00,0.1332326863,141493422.1492,18917938.22,6569,303887799.23,0.149804,2014516,19261777741.08,0.13429421,0.13241854,1,short MA (6h) is above long MA (24h) → buy signal,0.13348428,0.13222344,0.00126084,0.00133716,-7.632e-05,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.3994,low activity,0.133152168525,0.001226404769825545,0.13560498,0.13069936,within band (normal range),-0.005839,slight decrease
2024-05-03 07:00:00,0.1327250313,149854015.2964,19974184.37,14987,306510019.33,0.085232,4873527,19125511739.29,0.13402621,0.13264978,1,short MA (6h) is above long MA (24h) → buy signal,0.13336747,0.13226059,0.00110688,0.00129111,-0.00018423,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9569,normal activity,0.133176940985,0.001211704139923855,0.13560035,0.13075353,within band (normal range),-0.00381,slight decrease
2024-05-03 08:00:00,0.1327843488,133064246.0431,17720615.63,6747,530771317.44,0.148609,2010529,19079047640.95,0.13378334,0.1328286,1,short MA (6h) is above long MA (24h) → buy signal,0.13327776,0.13229939,0.00097837,0.00122856,-0.00025019,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.4371,low activity,0.13323998434,0.0011525035279279494,0.13554499,0.13093498,within band (normal range),0.000447,no significant change
2024-05-03 09:00:00,0.133635427,116053290.2722,15495994.48,13146,236392324.14,0.448484,8233021,19105876689.42,0.13345306,0.13301125,1,short MA (6h) is above long MA (24h) → buy signal,0.13333278,0.13239835,0.00093443,0.00116973,-0.0002353,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.8454,normal activity,0.133416292685,0.0008876423899395149,0.13519158,0.13164101,within band (normal range),0.006409,slight increase
2024-05-03 10:00:00,0.1324357666,161315047.4312,21405563.46,14107,292750027.87,0.356478,8505955,19250250666.21,0.13313807,0.13310933,1,short MA (6h) is above long MA (24h) → buy signal,0.13319478,0.13240112,0.00079366,0.00109452,-0.00030086,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9233,normal activity,0.133395258455,0.000906393413315643,0.13520805,0.13158247,within band (normal range),-0.008977,slight decrease
2024-05-03 11:00:00,0.133040752,128931114.94,17099963.45,15456,439981624.17,0.092701,4163137,19011463281.53,0.13297567,0.13314313,0,short MA (6h) is below long MA (24h) → no buy signal,0.13317108,0.1324485,0.00072258,0.00102013,-0.00029755,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0767,normal activity,0.13336268683000002,0.0009068662905467981,0.13517642,0.13154895,within band (normal range),0.004568,slight increase
2024-05-03 12:00:00,0.1379144071,539462811.774,73464826.41,21689,549313930.92,0.123935,6200819,19052994136.09,0.13375596,0.13340942,1,short MA (6h) is above long MA (24h) → buy signal,0.13390083,0.13285339,0.00104744,0.00102559,2.185e-05,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.5155,activity surge,0.13361170677,0.0013556877538641332,0.13632308,0.13090033,above upper band (possible breakout),0.036633,significant increase
2024-05-03 13:00:00,0.1389952447,561766198.4389,77851114.3,12931,528387639.51,0.178994,4219051,19745165815.78,0.13480099,0.13377967,1,short MA (6h) is above long MA (24h) → buy signal,0.13468458,0.13330834,0.00137624,0.00109572,0.00028052,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9786,normal activity,0.13384623956000002,0.0018111086869001503,0.13746846,0.13022402,above upper band (possible breakout),0.007837,slight increase
2024-05-03 14:00:00,0.1390411481,424834733.669,59158129.77,17197,492443433.98,0.103791,5107246,19933731691.07,0.13584379,0.13403736,1,short MA (6h) is above long MA (24h) → buy signal,0.13535482,0.13373299,0.00162183,0.00120094,0.00042089,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.3504,activity surge,0.1341246275,0.0021474616516320307,0.13841955,0.1298297,above upper band (possible breakout),0.00033,no significant change
2024-05-03 15:00:00,0.1394343174,184845884.6556,25646351.92,13224,318083144.68,0.11094,4254789,19967162966.04,0.13681027,0.13427662,1,short MA (6h) is above long MA (24h) → buy signal,0.13598244,0.13415531,0.00182713,0.00132618,0.00050095,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0567,normal activity,0.134437668685,0.002438166859040116,0.139314,0.12956133,above upper band (possible breakout),0.002828,slight increase
2024-05-03 16:00:00,0.1403129529,267728932.807,37636932.57,17783,490375119.23,0.109273,5739656,20030174098.19,0.13812314,0.13458407,1,short MA (6h) is above long MA (24h) → buy signal,0.13664867,0.13461143,0.00203724,0.00146839,0.00056885,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.5734,activity surge,0.134863596945,0.0026837937367401067,0.14023118,0.12949601,above upper band (possible breakout),0.006301,slight increase
2024-05-03 17:00:00,0.1409057145,159874342.0974,22443948.67,8669,444806569.07,0.172164,3373913,20164958059.45,0.13943396,0.13485912,1,short MA (6h) is above long MA (24h) → buy signal,0.1373036,0.13507768,0.00222592,0.0016199,0.00060602,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.7659,low activity,0.13526930943499998,0.002953798870881308,0.14117691,0.12936171,within band (normal range),0.004225,slight increase
2024-05-03 18:00:00,0.1404298367,104976684.3898,14779128.83,7599,262105548.69,0.202703,2951915,20234971707.67,0.1398532,0.13514897,1,short MA (6h) is above long MA (24h) → buy signal,0.13778456,0.13547413,0.00231043,0.001758,0.00055243,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6758,low activity,0.13561476017500002,0.003136883605546668,0.14188853,0.12934099,within band (normal range),-0.003377,slight decrease
2024-05-03 19:00:00,0.1410518132,102846296.9414,14425338.08,7072,364915984.97,0.224759,2895362,20177039313.88,0.14019596,0.13547724,1,short MA (6h) is above long MA (24h) → buy signal,0.13828721,0.13588729,0.00239992,0.00188639,0.00051353,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6854,low activity,0.136052474155,0.0032580783747255294,0.14256863,0.12953632,within band (normal range),0.004429,slight increase
2024-05-03 20:00:00,0.1445049897,449753515.4488,64865334.03,6855,508186168.61,0.226901,2720462,20231140299.54,0.1411066,0.13600685,1,short MA (6h) is above long MA (24h) → buy signal,0.1392438,0.13652564,0.00271816,0.00205274,0.00066542,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.6684,low activity,0.1366488511,0.003655870129929831,0.14396059,0.12933711,above upper band (possible breakout),0.024482,significant increase
2024-05-03 21:00:00,0.1454851732,253129830.5967,36758157.35,9937,303352529.43,0.147213,3740171,20765682597.17,0.14211508,0.13653575,1,short MA (6h) is above long MA (24h) → buy signal,0.14020401,0.13718931,0.0030147,0.00224513,0.00076957,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.959,normal activity,0.13720645884,0.004106742344882389,0.14541994,0.12899297,above upper band (possible breakout),0.006783,slight increase
2024-05-03 22:00:00,0.146790753,271148747.2733,39772181.94,9485,277217425.34,0.131162,3484706,20880437475.6,0.14319471,0.13708866,1,short MA (6h) is above long MA (24h) → buy signal,0.14121735,0.13790053,0.00331682,0.00245947,0.00085735,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9096,normal activity,0.13783391547499999,0.004563215114592039,0.14696035,0.12870749,within band (normal range),0.008974,slight increase
