timestamp,close_price,volume_base,volume_quote,transaction_count,total_value_transferred_eth,unique_active_wallets,avg_gas_price_gwei,total_gas_used,market_cap,ma_6,ma_24,ma_crossover_signal,ma_crossover_description,ema_12,ema_26,macd,macd_signal,macd_hist,macd_crossover_signal,macd_crossover_description,txn_ratio,txn_ratio_description,bb_mid,bb_std,bb_upper,bb_lower,bb_position,price_change_pct,price_movement
2024-05-01 10:00:00,2892.6341,98350.6617,283069966.21,51996,78437.2494,25164,10.4457,4471107606,350733205690.4,2906.5226,,,,2934.3088,2962.2206,-27.9118,-14.0785,-13.8333,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.006431,slight increase
2024-05-01 11:00:00,2902.7438,76798.5324,221974950.27,53536,42099.5731,25225,12.3152,4539091949,351741610771.56,2891.6076,,,,2929.4527,2957.8149,-28.3622,-16.9352,-11.427,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.003495,slight increase
2024-05-01 12:00:00,2916.1537,109659.2813,319927206.77,52727,39944.5413,24125,12.6333,4562878893,352937061471.57,2885.4946,,,,2927.4067,2954.7289,-27.3222,-19.0126,-8.3096,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.00462,slight increase
2024-05-01 13:00:00,2888.2008,108426.9993,314103067.88,53057,36216.3404,24037,14.6052,4513804688,355824191750.39,2888.9299,,,,2921.375,2949.8009,-28.4259,-20.8953,-7.5306,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.009586,slight decrease
2024-05-01 14:00:00,2904.2264,112142.2535,324540692.99,54147,527409.1332,24823,12.8747,4527129514,352295565026.47,2896.3514,,,,2918.7368,2946.425,-27.6882,-22.2539,-5.4343,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.005549,slight increase
2024-05-01 15:00:00,2883.0208,132786.8622,382718889.15,53522,57303.3734,24355,11.9985,4532627922,353228260853.78,2897.8299,,,,2913.242,2941.7284,-28.4864,-23.5004,-4.986,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,-0.007302,slight decrease
2024-05-01 16:00:00,2889.4414,110188.1236,318505791.01,53155,53929.4745,24113,12.3405,4565432628,350969311888.34,2897.2978,,,,2909.5804,2937.8553,-28.2749,-24.4553,-3.8196,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.002227,slight increase
2024-05-01 17:00:00,2920.7875,112267.7705,325351451.95,51266,49975.5891,23570,16.3128,4523273691,352794488635.14,2900.3051,,,,2911.3045,2936.591,-25.2865,-24.6215,-0.665,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,,,,,,,,0.010848,significant increase
2024-05-01 18:00:00,2990.0686,308254.3924,915891467.57,50922,50048.8114,22378,17.8667,4651928830,354673891666.62,2912.6243,,,,2923.4221,2940.5523,-17.1302,-23.1233,5.9931,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,,,,,,0.02372,significant increase
2024-05-01 19:00:00,2925.107,221283.2439,652267929.94,49386,63876.5884,21980,17.1872,4459492760,364710886771.58,2918.7753,,,,2923.6813,2939.4082,-15.7269,-21.644,5.9171,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,2932.414715,52.2139930698586,3036.8427,2827.9867,within band (normal range),-0.021726,significant decrease
2024-05-01 20:00:00,2940.3302,105269.5055,308752066.02,49795,48053.4086,23363,11.1752,4482941386,357346874936.77,2924.7926,,,,2926.2427,2939.4765,-13.2338,-19.9619,6.7281,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,2929.5664399999996,49.995041676459785,3029.5565,2829.5764,within band (normal range),0.005204,slight increase
2024-05-01 21:00:00,2966.17,76108.2324,224909534.87,49734,25479.7079,24330,8.9738,4523667014,358819788662.49,2938.6508,,,,2932.3853,2941.4538,-9.0685,-17.7833,8.7148,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,2927.8339600000004,47.95467032195919,3023.7433,2831.9246,within band (normal range),0.008788,slight increase
2024-05-01 22:00:00,2967.9779,70106.991,208254981.21,46768,31426.82,23251,7.2566,4552558786,361961859611.71,2951.7402,,,,2937.8611,2943.4185,-5.5574,-15.3381,9.7807,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,,,2926.95739,46.995566018944274,3020.9485,2832.9663,within band (normal range),0.00061,no significant change
2024-05-01 23:00:00,2971.1578,67445.1574,200438035.43,46423,14816.6038,24793,6.2214,4568799357,362188972182.04,2960.1352,2937.2471,1,short MA (6h) is above long MA (24h) → buy signal,2942.9837,2945.4733,-2.4896,-12.7684,10.2788,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9234,normal activity,2925.4193,44.86829274460738,3015.1559,2835.6827,within band (normal range),0.001071,no significant change
2024-05-02 00:00:00,2947.5852,68867.9318,203952612.32,46619,19784.0181,24704,6.8238,4512793203,364276973974.75,2953.0547,2935.1758,1,short MA (6h) is above long MA (24h) → buy signal,2943.6916,2945.6297,-1.9381,-10.6023,8.6642,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9305,normal activity,2922.60533,41.31356580439145,3005.2325,2839.9782,within band (normal range),-0.007934,slight decrease
2024-05-02 01:00:00,2905.4601,111094.2636,324371074.61,47028,27487.6252,24418,8.8225,4500709266,359924892769.84,2949.7802,2931.2025,1,short MA (6h) is above long MA (24h) → buy signal,2937.8098,2942.6542,-4.8444,-9.4507,4.6063,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9409,normal activity,2918.266645,38.04343431604764,2994.3535,2842.1798,within band (normal range),-0.014291,significant decrease
2024-05-02 02:00:00,2917.0471,86947.9272,253289293.61,47036,59520.5448,25627,7.0086,4550477735,355701554200.52,2945.8997,2928.3499,1,short MA (6h) is above long MA (24h) → buy signal,2934.6156,2940.7574,-6.1418,-8.789,2.6472,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.942,normal activity,2916.47743,37.16357454912681,2990.8046,2842.1503,within band (normal range),0.003988,slight increase
2024-05-02 03:00:00,2928.585,45698.5247,133735860.86,47376,45184.8925,25480,7.4488,4550407046,355872308651.1,2939.6355,2925.2943,1,short MA (6h) is above long MA (24h) → buy signal,2933.6878,2939.8557,-6.1679,-8.2647,2.0968,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9499,normal activity,2919.52721,35.40147544141845,2990.3302,2848.7243,within band (normal range),0.003955,slight increase
2024-05-02 04:00:00,2921.4791,44843.6898,131344083.02,48413,35736.5768,25702,6.5779,4533835221,357425597473.74,2931.8857,2921.8616,1,short MA (6h) is above long MA (24h) → buy signal,2931.8095,2938.4945,-6.685,-7.9488,1.2638,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9702,normal activity,2922.61629,32.48108127584902,2987.5785,2857.6541,within band (normal range),-0.002426,slight decrease
2024-05-02 05:00:00,2915.5216,57961.0065,168700995.25,50972,32434.8529,27529,6.8918,4555293384,357155825438.81,2922.613,2918.6652,1,short MA (6h) is above long MA (24h) → buy signal,2929.3037,2936.7928,-7.4891,-7.8569,0.3678,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0179,normal activity,2924.684905,30.4882154302363,2985.6613,2863.7085,within band (normal range),-0.002039,slight decrease
2024-05-02 06:00:00,2914.5255,53099.6351,154874776.96,47964,65496.0436,24951,8.8064,4547584287,349906471106.15,2917.1031,2917.0692,1,short MA (6h) is above long MA (24h) → buy signal,2927.0301,2935.1434,-8.1133,-7.9081,-0.2052,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9593,normal activity,2925.7794750000003,29.658665247850927,2985.0968,2866.4621,within band (normal range),-0.000342,no significant change
2024-05-02 07:00:00,2921.1303,56021.2046,163910738.4,50906,28013.7418,26260,8.4392,4488822637,349780387044.34,2919.7148,2919.3,1,short MA (6h) is above long MA (24h) → buy signal,2926.1225,2934.1054,-7.9829,-7.9231,-0.0598,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0171,normal activity,2926.6988,29.188282975194056,2985.0754,2868.3222,within band (normal range),0.002266,slight increase
2024-05-02 08:00:00,2941.5737,65161.528,191261986.87,52503,26051.2966,26254,9.2576,4571088206,350894205272.51,2923.8025,2922.7115,1,short MA (6h) is above long MA (24h) → buy signal,2928.4996,2934.6586,-6.159,-7.5703,1.4113,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0461,normal activity,2927.9698,29.258301650318963,2986.4864,2869.4532,within band (normal range),0.006998,slight increase
2024-05-02 09:00:00,2946.1602,47239.1399,139013390.48,53981,56887.5033,25752,9.9772,4508673538,353031882193.37,2926.7317,2925.712,1,short MA (6h) is above long MA (24h) → buy signal,2931.2166,2935.5105,-4.2939,-6.915,2.6211,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0714,normal activity,2930.86777,27.953221057690545,2986.7742,2874.9613,within band (normal range),0.001559,no significant change
2024-05-02 10:00:00,2965.2005,91497.8201,270182404.37,54310,27334.4887,26577,8.3414,4529379919,353560506009.05,2934.0186,2928.7356,1,short MA (6h) is above long MA (24h) → buy signal,2936.4449,2937.7098,-1.2649,-5.785,4.5201,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0758,normal activity,2933.916475,28.218462128204877,2990.3534,2877.4796,within band (normal range),0.006463,slight increase
2024-05-02 11:00:00,2996.101,206785.3229,618318916.26,53882,47097.0784,25336,9.4634,4553740353,354772862897.52,2947.4485,2932.6255,1,short MA (6h) is above long MA (24h) → buy signal,2945.6228,2942.0351,3.5877,-3.9104,7.4981,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0671,normal activity,2939.570485,28.806559310525643,2997.1836,2881.9574,within band (normal range),0.010421,significant increase
2024-05-02 12:00:00,2984.0354,134530.4169,403192541.83,54955,76051.5968,25769,16.6825,4572829922,359509525724.44,2959.0335,2935.4539,1,short MA (6h) is above long MA (24h) → buy signal,2951.5324,2945.1462,6.3862,-1.8511,8.2373,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0863,normal activity,2944.300185,27.89391707705039,3000.088,2888.5124,within band (normal range),-0.004027,slight decrease
2024-05-02 13:00:00,2967.1616,122116.4677,363367842.51,56526,71624.0459,27005,12.6855,4476161035,358932594084.45,2966.7054,2938.7439,1,short MA (6h) is above long MA (24h) → buy signal,2953.9369,2946.777,7.1599,-0.0489,7.2088,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1142,activity surge,2946.61889,27.763675312668628,3002.1462,2891.0915,within band (normal range),-0.005655,slight decrease
2024-05-02 14:00:00,2993.8663,148967.1514,443490301.65,57637,35071.625,27392,15.9579,4563501713,356188407598.49,2975.4208,2942.4789,1,short MA (6h) is above long MA (24h) → buy signal,2960.0799,2950.2651,9.8148,1.9238,7.891,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.1328,activity surge,2946.8087750000004,28.087580133010952,3002.9839,2890.6336,within band (normal range),0.009,slight increase
2024-05-02 15:00:00,2992.1222,114905.3572,344304645.53,55362,50920.2475,26137,18.6429,4509581176,359000682917.92,2983.0812,2947.0248,1,short MA (6h) is above long MA (24h) → buy signal,2965.0095,2953.3656,11.6439,3.8678,7.7761,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0865,normal activity,2950.159535,29.332143848619378,3008.8238,2891.4952,within band (normal range),-0.000583,no significant change
2024-05-02 16:00:00,2983.6153,81260.0937,242726678.09,53180,51289.5341,23256,18.1134,4517861950,359111812894.16,2986.1503,2950.9487,1,short MA (6h) is above long MA (24h) → buy signal,2967.8719,2955.6063,12.2656,5.5474,6.7182,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0436,normal activity,2952.32379,30.15408760233656,3012.632,2892.0156,within band (normal range),-0.002843,slight decrease
2024-05-02 17:00:00,2995.1421,63818.4733,190813107.57,52134,53682.5817,23420,15.6689,4438483083,358305497215.07,2985.9905,2954.0468,1,short MA (6h) is above long MA (24h) → buy signal,2972.0673,2958.5349,13.5324,7.1444,6.388,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0224,normal activity,2953.772395,31.519277304724117,3016.8109,2890.7338,within band (normal range),0.003863,slight increase
2024-05-02 18:00:00,2994.4976,89001.7555,266249091.53,53026,75154.1653,26192,9.8306,4476999187,358410217389.38,2987.7342,2954.2314,1,short MA (6h) is above long MA (24h) → buy signal,2975.5181,2961.1988,14.3193,8.5794,5.7399,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0381,normal activity,2955.09838,32.68462798191894,3020.4676,2889.7291,within band (normal range),-0.000215,no significant change
2024-05-02 19:00:00,3001.6762,59623.9945,178322211.73,50307,29556.3075,24195,9.1693,4500472494,359749095515.03,2993.4866,2957.4217,1,short MA (6h) is above long MA (24h) → buy signal,2979.5424,2964.1971,15.3453,9.9326,5.4127,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9841,normal activity,2956.6243,34.153240524606076,3024.9308,2888.3178,within band (normal range),0.002397,slight increase
2024-05-02 20:00:00,2988.554,86868.2249,259660381.99,48590,37457.892,22515,9.36,4479137953,359974794599.89,2992.6012,2959.4311,1,short MA (6h) is above long MA (24h) → buy signal,2980.9288,2966.0013,14.9275,10.9315,3.996,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9515,normal activity,2958.6727400000004,34.80495368017867,3028.2826,2889.0628,within band (normal range),-0.004372,slight decrease
2024-05-02 21:00:00,2998.1174,60195.393,180640988.94,49080,35452.2497,23889,7.942,4532302034,358398109096.93,2993.6004,2960.7622,1,short MA (6h) is above long MA (24h) → buy signal,2983.5732,2968.3803,15.1929,11.7838,3.4091,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9616,normal activity,2963.305605,33.491034619251124,3030.2877,2896.3235,within band (normal range),0.0032,slight increase
2024-05-02 22:00:00,2999.6285,73291.4079,220159622.19,45856,42678.5021,22490,7.016,4497202724,360060611021.55,2996.2693,2962.081,1,short MA (6h) is above long MA (24h) → buy signal,2986.0433,2970.695,15.3483,12.4967,2.8516,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8991,low activity,2967.434675,32.56560797475052,3032.5659,2902.3035,within band (normal range),0.000504,no significant change
2024-05-02 23:00:00,2988.7556,39665.0317,118735294.4,46053,21419.4094,23102,6.9612,4531160211,360260985332.36,2995.2049,2962.8142,1,short MA (6h) is above long MA (24h) → buy signal,2986.4606,2972.0328,14.4278,12.8829,1.5449,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9032,normal activity,2970.443205,31.551225827024037,3033.5457,2907.3408,within band (normal range),-0.003625,slight decrease
2024-05-03 00:00:00,2985.9678,51710.6878,154502397.7,46017,27885.5334,23328,7.0098,4565182187,358656461888.65,2993.7832,2964.4135,1,short MA (6h) is above long MA (24h) → buy signal,2986.3847,2973.065,13.3197,12.9703,0.3494,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.903,normal activity,2973.66764,29.513339555501197,3032.6943,2914.641,within band (normal range),-0.000933,no significant change
2024-05-03 01:00:00,3009.5237,85252.1243,256338341.87,46611,25411.3701,23444,7.8325,4583826612,358549803515.04,2995.0912,2968.7495,1,short MA (6h) is above long MA (24h) → buy signal,2989.9446,2975.7657,14.1789,13.212,0.9669,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9149,normal activity,2978.367745,27.157031030529158,3032.6818,2924.0537,within band (normal range),0.007889,slight increase
2024-05-03 02:00:00,3015.0304,92280.0176,278933778.79,47143,19368.838,23899,8.4911,4488606496,361067369183.66,2999.5039,2972.8321,1,short MA (6h) is above long MA (24h) → buy signal,2993.8039,2978.6742,15.1297,13.5955,1.5342,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9253,normal activity,2983.39299,23.814898733751345,3031.0228,2935.7632,within band (normal range),0.00183,no significant change
2024-05-03 03:00:00,3013.301,64514.2685,194919142.07,47269,20605.9535,23463,7.3171,4526004779,361677211618.14,3002.0345,2976.362,1,short MA (6h) is above long MA (24h) → buy signal,2996.8035,2981.2391,15.5644,13.9893,1.5751,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9278,normal activity,2988.001525,19.693591305264817,3027.3887,2948.6143,within band (normal range),-0.000574,no significant change
2024-05-03 04:00:00,3006.6035,48442.5667,145871317.42,45231,30853.5115,22747,7.905,4527812187,361920490049.48,3003.197,2979.9088,1,short MA (6h) is above long MA (24h) → buy signal,2998.3112,2983.118,15.1932,14.2301,0.9631,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8902,low activity,2991.253015,16.777114780408795,3024.8072,2957.6988,within band (normal range),-0.002223,slight decrease
2024-05-03 05:00:00,3000.5041,44231.6159,132868121.51,45480,47825.9173,22180,7.8272,4490235947,360477603181.17,3005.1551,2983.4497,1,short MA (6h) is above long MA (24h) → buy signal,2998.6486,2984.4058,14.2428,14.2326,0.0102,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8991,low activity,2993.97021,13.083773925297658,3020.1378,2967.8027,within band (normal range),-0.002029,slight decrease
2024-05-03 06:00:00,2985.5067,58431.8555,174865536.56,49863,20219.7506,24674,7.8403,4576763312,360306627023.84,3005.0782,2986.4073,1,short MA (6h) is above long MA (24h) → buy signal,2996.6267,2984.4874,12.1393,13.814,-1.6747,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,0.9842,normal activity,2994.98552,11.415214599157792,3017.8159,2972.1551,within band (normal range),-0.004998,slight decrease
2024-05-03 07:00:00,2971.3362,80133.4816,238688753.47,51401,43323.4391,24028,9.0576,4552527960,358524981425.28,2998.7136,2988.4992,1,short MA (6h) is above long MA (24h) → buy signal,2992.7359,2983.5132,9.2227,12.8957,-3.673,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0142,normal activity,2993.74728,12.572351949775962,3018.892,2968.6026,within band (normal range),-0.004746,slight decrease
2024-05-03 08:00:00,2974.5564,53126.9609,158174524.01,52540,28407.6211,25473,8.1197,4523734896,355896458801.44,2991.968,2989.8735,1,short MA (6h) is above long MA (24h) → buy signal,2989.939,2982.8497,7.0893,11.7344,-4.6451,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0366,normal activity,2993.27333,13.124291113531424,3019.5219,2967.0247,within band (normal range),0.001084,no significant change
2024-05-03 09:00:00,2985.8163,47734.2307,142454412.79,50827,30307.137,23692,16.0974,4498932240,356874431646.47,2987.3872,2991.5258,0,short MA (6h) is below long MA (24h) → no buy signal,2989.3048,2983.0695,6.2353,10.6346,-4.3993,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0054,normal activity,2994.206065,11.763185857055932,3017.7324,2970.6797,within band (normal range),0.003785,slight increase
2024-05-03 10:00:00,2973.5337,66322.1068,197284786.33,51325,32512.2116,24151,8.1944,4482224834,358908407486.08,2981.8756,2991.873,0,short MA (6h) is below long MA (24h) → no buy signal,2986.8785,2982.3631,4.5154,9.4108,-4.8954,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0178,normal activity,2993.189435,12.640034127088269,3018.4695,2967.9094,within band (normal range),-0.004114,slight decrease
2024-05-03 11:00:00,2981.7266,74264.1927,220916574.96,51377,44378.098,24235,7.974,4540959255,356695194658.34,2978.746,2991.2741,0,short MA (6h) is below long MA (24h) → no buy signal,2986.0859,2982.316,3.7699,8.2826,-4.5127,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0209,normal activity,2992.669655,12.897353793601395,3018.4644,2966.8749,within band (normal range),0.002755,slight increase
2024-05-03 12:00:00,3037.8381,202822.5414,612211514.86,50405,48707.484,22323,13.0278,4588368764,357283072039.16,2987.4679,2993.5159,0,short MA (6h) is below long MA (24h) → no buy signal,2994.0477,2986.4287,7.619,8.1499,-0.5309,0,MACD (12h vs 26h EMA) is below signal line → no bullish signal,1.0054,normal activity,2995.380795,16.176159260384587,3027.7331,2963.0285,above upper band (possible breakout),0.018818,significant increase
2024-05-03 13:00:00,3064.0612,231046.5418,705281525.83,50762,75646.677,22412,16.1718,4495207489,363209781103.56,3002.922,2997.5534,1,short MA (6h) is above long MA (24h) → buy signal,3004.819,2992.1793,12.6397,9.0478,3.5919,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0174,normal activity,2998.8267499999997,22.30310738127124,3043.433,2954.2205,above upper band (possible breakout),0.008632,slight increase
2024-05-03 14:00:00,3058.8724,139855.8917,428060306.55,54383,87393.6716,24415,14.7303,4495719842,367644851977.76,3016.9747,3000.262,1,short MA (6h) is above long MA (24h) → buy signal,3013.1349,2997.1195,16.0154,10.4414,5.574,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0929,normal activity,3002.04549,25.98651085183471,3054.0185,2950.0725,above upper band (possible breakout),-0.001693,no significant change
2024-05-03 15:00:00,3079.7725,103617.4391,317946205.38,53229,80748.3003,24111,16.4304,4485088846,367008389747.09,3032.6341,3003.9141,1,short MA (6h) is above long MA (24h) → buy signal,3023.3869,3003.242,20.1449,12.3821,7.7628,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0716,normal activity,3005.950305,31.26043091896612,3068.4712,2943.4294,above upper band (possible breakout),0.006833,slight increase
2024-05-03 16:00:00,3071.8918,88520.8383,272771514.49,52338,81069.945,23544,12.9572,4501167226,370035593460.42,3049.0271,3007.5922,1,short MA (6h) is above long MA (24h) → buy signal,3030.8492,3008.3271,22.5221,14.4101,8.112,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0545,normal activity,3010.117195,34.232537748455954,3078.5823,2941.6521,within band (normal range),-0.002559,slight decrease
2024-05-03 17:00:00,3083.6113,50946.4704,156768831.86,50891,38355.0282,23903,11.4186,4505139832,368521475878.12,3066.0079,3011.2785,1,short MA (6h) is above long MA (24h) → buy signal,3038.9664,3013.9037,25.0627,16.5406,8.5221,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0264,normal activity,3014.39189,37.80656738837179,3090.005,2938.7788,within band (normal range),0.003815,slight increase
2024-05-03 18:00:00,3073.0199,42112.9247,129610876.37,53567,30457.4618,26378,7.3978,4521256456,369797188593.75,3071.8715,3014.5502,1,short MA (6h) is above long MA (24h) → buy signal,3044.2054,3018.2827,25.9227,18.417,7.5057,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0798,normal activity,3018.06146,39.807011554240006,3097.6755,2938.4474,within band (normal range),-0.003435,slight decrease
2024-05-03 19:00:00,3076.8657,44662.0378,137168404.3,54016,23386.2158,26275,6.8359,4513290243,368823738997.08,3074.0056,3017.6831,1,short MA (6h) is above long MA (24h) → buy signal,3049.2301,3022.6222,26.6079,20.0552,6.5527,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0855,normal activity,3022.466965,41.24273520349483,3104.9524,2939.9815,within band (normal range),0.001251,no significant change
2024-05-03 20:00:00,3117.0924,122938.194,381874290.32,50380,29149.5411,23495,9.2713,4603154567,369334224357.19,3083.7089,3023.0389,1,short MA (6h) is above long MA (24h) → buy signal,3059.6704,3029.62,30.0504,22.0542,7.9962,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,1.0109,normal activity,3029.023195,45.35265430706725,3119.7285,2938.3179,within band (normal range),0.013074,significant increase
2024-05-03 21:00:00,3113.9105,48011.034,149431129.54,49367,28923.4974,23266,8.3393,4443050104,373891757568.38,3089.3986,3027.8636,1,short MA (6h) is above long MA (24h) → buy signal,3068.0151,3035.8637,32.1514,24.0737,8.0777,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9904,normal activity,3034.2425350000003,48.861348326521075,3131.9652,2936.5198,within band (normal range),-0.001021,no significant change
2024-05-03 22:00:00,3112.4522,50066.2911,155978882.58,46544,35978.1138,22797,6.7827,4511020980,373222405718.66,3096.1587,3032.5646,1,short MA (6h) is above long MA (24h) → buy signal,3074.8515,3041.5369,33.3146,25.9219,7.3927,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.9332,normal activity,3039.113625,51.62327660323045,3142.3602,2935.8671,within band (normal range),-0.000468,no significant change
2024-05-03 23:00:00,3106.9932,45558.0311,141884033.49,43642,30815.324,21139,7.1702,4510060417,373568010834.31,3100.0556,3037.4912,1,short MA (6h) is above long MA (24h) → buy signal,3079.7964,3046.3856,33.4108,27.4196,5.9912,1,MACD (12h vs 26h EMA) is above signal line → bullish momentum,0.8768,low activity,3043.7982349999997,53.37884695051687,3150.5559,2937.0405,within band (normal range),-0.001754,no significant change
